ID1,CASEID,IDX94,S410B,S411B,S411F,S411G,S411H,S411I,S411J,S411K,S411L,S411BA,S411CA,S411DA,S411EA,S413,S422I,S426B,S426E,S426FA,S426FB,S426GA,S426GB,S426GC,S426GD,S426GE,S430C,S430D,S431A,S425A,S432,S432AD,S432AM,S432AY,S427DA,S427DB,S427DC,S427DD,S427DE,S427DF,S427DG,S427F,S435,S436C,S440,S441,S442,S446AA,S446AB,S446A,S447,S448A,S448B,QI411_M,QI411F,QI422A_A,QI422A_B,QI422A_C,QI422A_D,QI440B
2023,      000100601  2,1, , , , , , , , , , , , , ,0, ,25, , , ,0,0,0,0,0,1,1, , ,0, , , ,0,0,0,0,0,0,0, , ,0,7,0, , , , ,1, , , , ,2, , , ,2
2023,      000102201  2,1,9,1,1,8,1,1,0,1,1,3,3, ,3,1,0, , , ,100,1,0,0,0,0,1,1,0, ,1, , , ,0,0,0,1,0,0,0,1, ,1,7,1,25, , , ,1, , ,1,3,1,2, , ,1
2023,      000102801  1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,14,0, ,100,0,0,0,0,0,1,1,8, ,0, , , ,0,0,0,0,1,0,0,1, ,0,7,1,22, , , ,1, , ,1,1,1,2, , ,2
2023,      000106501  2,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0, , , ,100,1,0,0,1,0,1,1,1, ,1, , , ,0,0,0,0,0,0,0, , ,1,7,1,25, , , ,1, , ,1,1,1,2, , , 
2023,      000108001  1,1,8,1,1,0,0,1,0,0,0,5,5, , ,1,0,14, , ,101,0,0,0,0,0,2, ,1, ,0, , , ,0,0,0,1,0,0,1,0, ,0,12,0, , , , ,0, , ,2, ,1,1,1,1,1
2023,      000108801  6,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,0,14,1, , ,0,0,0,0,0,1,1,1, ,0, , , ,0,0,0,1,0,1,0,1, ,0,12,1,25, , , ,1, , ,1,4,1,2, , , 
2023,      000108801  9,1,9,1,1,1,1,1,1,0,0,6,6,6,6,0,0,14, , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,1,1,1,1,0,0, ,1, ,0, , , , ,1, , ,1,6,1,2, , ,2
2023,      000603301  2,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,0,20, , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,1,1,0,0,0, ,0,1,1,24, , , ,1, , ,1,98,1,2, , , 
2023,      000604201  2,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,1,9,1,24, , , ,1, , ,1,1,1,2, , ,1
2023,      000609201  1,1,8,1,1,0,0,1,1,0,0,3,6, , ,1, , , , ,101,0,0,0,0,0,1,1,0, ,1, , , ,0,0,1,0,0,0,0,1, ,1,9,0, , , , ,0, , ,8, ,1,2, , ,2
2023,      000612301  1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,14,0, ,100,0,0,0,0,0,1,1,1, ,0, , , ,0,0,0,0,0,0,0, , ,0,9,1,22, , , ,1, , ,1,1,1,2, , , 
2023,      000613701  3,1,3,0,0,1,1,1,1,1,1,1,1,1,1,1, ,14,0, ,100,0,0,0,0,0,1,1,1, ,0, , , ,0,0,0,0,0,0,0, , ,0,12,0, , , , ,1, , ,1,1,2, , , , 
2023,      000703301  1,1,8,1,1,1,1,1,1,1,1,3,3,3,3,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,1,8,1,21, , , ,1, , ,1,3,1,2, , , 
2023,      000705001  1,1,9,1,1,1,1,1,1,0,1,2,3,3,3,1,2, , , ,100,0,0,0,0,0,2, ,8, ,1, , , ,0,0,0,1,0,1,1,0, ,1,9,0, , , , ,1, , ,1,4,1,1,1,2,2
2023,      000706801  6,1,9,1,1,1,1,1,0,0,0,7,7,8,8,1,0, , , ,100,1,1,0,1,0,1,1,0, ,1, , , ,1,1,0,1,1,1,0,1, ,1,1,0, , , , ,1, , ,1,8,1,2, , , 
2023,      000707801  2,1,9,1,1,1,1,1,1,0,1,4,4,4,4,1,0, ,0, ,100,0,0,0,0,0,2, ,1, ,1, , , ,0,0,0,0,0,0,0, , ,1, ,1,25, , , ,0, , ,1,4,1,1,1,1, 
2023,      000707801  2,2, , , , , , , , , , , , , , , , ,0, ,101, , , , , ,2, , , ,1, , , , , , , , , , , , ,0,10,0, , , , ,1, , , , , , , , ,1
2023,      000711301  2,1,9,1,1,1,1,1,1,1,1,2,2,2,2,1,0, ,0, ,100,0,0,0,1,0,1,1,0, ,1, , , ,0,0,0,1,0,0,0,0, ,0,12,1,25, , , ,1, , ,2, ,1,1,1,2, 
2023,      000711401  5,1,8,1,1,1,1,1,1,1,0,4,4,6,4,1,0, ,0, ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,0,12,1,24, , , ,1, , ,2, ,1,2, , ,2
2023,      000800301  4,1,9,1,1,1,1,1,0,0,1,7,7,7,7,1,0, ,0, ,100,0,0,0,0,0,1,1,1, ,1, , , ,0,0,0,0,0,0,0, , ,0, ,1,24, , , ,0, , ,2, ,1,1,1,2, 
2023,      000803001  2,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0, ,100,1,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,0, ,1,24, , , ,1, , ,1,98,1,1,1,2,1
2023,      000805601  2,1,9,1,1,1,1,1,1,1,1,6,6,6,6,1,0, , , ,101,0,0,0,0,0,1,1,1, ,1, , , ,0,0,0,0,0,0,0, , ,0,2,1,24, , , ,1, , ,1,6,1,1,1,2,1
2023,      000805601  2,2, , , , , , , , , , , , , , , , , , ,101, , , , , ,1,1, , ,1, , , , , , , , , , , , ,0,12,1,24, , , ,1, , , , , , , , ,1
2023,      000811301  6,1,9,1,1,1,1,1,1,1,1,6,5,6,6,1, , , , ,100,0,0,0,0,0,0, ,0, ,0, , , ,0,0,0,0,0,0,0, , ,1, ,1,24, , , ,0, , ,1,6,1,1,1,2, 
2023,      000811301  6,2, , , , , , , , , , , , , , , ,15, , , , , , , , ,2, , , ,1, , , , , , , , , , , , ,0,1,1,24, , , ,1, , , , , , , , ,1
2023,      000814001  3,1,9,1,1,1,1,1,1,1,1,6,5,3,2,1,0,18, , , ,0,0,0,0,0,1,1, , ,1, , , ,0,0,0,0,0,0,0, , ,0, ,1,24, , , ,0, , ,1,98,1,1,1,2,1
2023,      000814201  2,1,9,1,1,1,1,1,1,1,1,5,5,5,5,1,0, , , ,100,0,0,0,0,0,1,1,8, ,1, , , ,0,0,0,0,0,0,0, , ,0, ,1,21, , , ,0, , ,1,5,1,1,1,1, 
2023,      000814201  2,2, , , , , , , , , , , , , , , , , , ,100, , , , , ,1,1, , ,0, , , , , , , , , , , , ,1,9,1,24, , , ,1, , , , , , , , , 
2023,      000815901  2,1,9,1,1,1,1,1,1,0,0,6,1,1,1,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,1,1,0, ,1,6,0, , , , ,1, , ,8, ,1,1,1,2,1
2023,      000815901  2,2, , , , , , , , , , , , , , , , , , ,100, , , , , ,1,1, , ,1, , , , , , , , , , , , ,1,2,0, , , , ,1, , , , , , , , ,1
2023,      000816001  2,1,9,1,1,1,1,1,0,0,0,3,3,3,3,0,0, ,0, ,100,0,0,0,0,0,1,1,0, ,0, , , ,0,0,0,0,0,0,0, , ,0,8,0, , , , ,1, , ,2, ,1,2, , ,2
2023,      001601501  2,1,9,1,1,1,1,1,1,1,1,3,3,3,3,1,0,15,0, ,100,1,0,0,1,0,1,1,1, ,0, , , ,0,0,1,0,0,1,0,1, ,1, ,1,24, , , ,0, , ,1,3,1,2, , , 
2023,      001602801  2,1,9,1,1,1,1,1,1,1,1,1,1,1,1,0,0, ,0, ,101,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,0, ,1,24, , , ,0, , ,1,1,1,2, , , 
2023,      001604401  1,1,9,1,1,1,1,1,1,0,0,3,3,3,3,0, ,14,1, , ,0,0,0,0,0,1,1,1, ,0, , , ,0,0,0,0,1,1,0,1, ,1,6,0, , , , ,1, , ,1,3,1,2, , , 
2023,      001606501  2,1,8,1,1,8,1,1,8,1,1,2,2, ,2,0,0,20, , ,100,1,0,0,0,0,1,1,1, ,0, , , ,0,0,0,0,1,1,0,1, ,1,1,1,22, , , ,1, , ,2, ,1,1,1,2, 
2023,      001607301  2,1,9,1,1,1,1,1,1,0,1,3,3,3,3,1,2, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,1,0,1,0, ,0, ,1,21, , , ,0, , ,1,3,1,1,1,2, 
2023,      001802301  2,1,9,1,1,1,1,1,1,1,1,4,4,6,7,0,0,96, , , ,0,0,0,1,0,1,1, , ,1, , , ,0,0,0,0,0,0,0, , ,1,8,1,96, , , ,1, , ,1,7,1,2, , ,1
2023,      001803301  5,1,9,1,1,1,1,1,0,0,0,7,7,7,7,1,0, ,0, ,100,0,1,1,0,0,1,1,0, ,1, , , ,1,0,0,0,0,0,1,1, ,0,7,0, , , , ,1, , ,1,7,1,2, , , 
2023,      001806401  1,1,7,1,1,1,0,0,0,0,0,2,2,2, ,0,3,20, , ,100,0,0,0,0,0,1,1,1, ,0, , , ,0,0,0,0,0,0,0, , ,1,6,0, , , , ,0, , ,2, ,1,1,1,1, 
2023,      001806701  2,1,9,1,1,1,1,1,1,1,1,3,3,3,3,1,6, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,1, ,1,21, , , ,1, , ,1,3,1,1,1,1,1
2023,      001806701  2,2, , , , , , , , , , , , , , , , , , ,100, , , , , ,1,1, , ,1, , , , , , , , , , , , ,1,7,1,24, , , ,1, , , , , , , , ,2
2023,      001807001  6,1,8,1,1,1,1,1,1,1,1,6,6,6,6,1,0, ,0, ,100,0,0,0,0,0,2, ,0, ,1, , , ,0,0,0,0,0,0,0, , ,1,7,1,21, , , ,0, , ,1,6,1,1,1,2,1
2023,      002105101  3,1,9,1,1,1,1,1,1,0,0,5,5,5,5,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,1, ,0, , , , ,1, , ,1,5,1,2, , ,2
2023,      002105101  3,2, , , , , , , , , , , , , , , , , , ,100, , , , , ,1,1, , ,1, , , , , , , , , , , , ,1,10,0, , , , ,1, , , , , , , , ,2
2023,      002105101  3,3, , , , , , , , , , , , , , , , , , ,100, , , , , ,1,1, , ,1, , , , , , , , , , , , ,1,9,1,25, , , ,1, , , , , , , , , 
2023,      002107501  2,1,8,1,1,1,1,1,1,0,0,3,3,3,3,1,0, ,1, , ,0,0,0,0,0,1,1,8, ,1, , , ,0,0,0,0,0,0,0, , ,1, ,0, , , , ,1, , ,1,3,1,2, , ,1
2023,      002108801  2,1,8,1,1,1,1,1,1,1,1,3,3,3,3,0,0,14,1, , ,0,0,0,0,0,2, ,1, ,0, , , ,0,0,0,0,0,0,0, , ,1, ,1,22, , , ,0, , ,1,3,1,2, , , 
2023,      002111001  2,1,9,1,1,1,1,1,0,0,0,1,1,1,1,1,0, , , ,100,0,0,0,0,0,2, ,0, ,1, , , ,0,0,0,0,0,0,0, , ,0, ,0, , , , ,1, , ,1,1,1,1,1,2,1
2023,      002111201  4,1,9,1,1,1,1,1,1,1,1,3,4,4,3,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,0,9,1,25, , , ,1, , ,1,5,1,2, , ,2
2023,      002114401  2,1,9,1,1,0,0,1,1,1,1,98,98, , ,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,0, ,1,24, , , ,1, , ,8, ,1,2, , ,2
2023,      002202101  2,1,8,1,1,1,1,1,1,1,1,1,1,1,1,0,0, ,0, ,102,0,0,0,0,0,1,1,0, ,0, , , ,0,0,0,0,0,0,0, , ,0,8,1,21, , , ,1, , ,1,1,1,2, , , 
2023,      002202201  2,1,9,1,1,1,1,1,1,1,1,5,1,98,1,1,0, , , ,100,0,0,0,0,0,1,1,1, ,1, , , ,0,0,0,0,0,0,0, , ,0,1,1,24, , , ,1, , ,1,1,1,1,1,1, 
2023,      002203201  2,1,9,1,1,1,1,1,1,1,1,6,6,4,4,0,0,14, , ,100,0,0,0,0,0,1,1,0, ,0, , , ,0,0,0,0,0,0,0, , ,1, ,1,22, , , ,1, , ,1,4,1,1,1,2,2
2023,      002205001  2,1,9,1,1,8,1,1,0,1,1,3,3, ,8,0,0,14, , ,100,0,0,0,0,0,2, ,0, ,0, , , ,0,0,0,0,0,0,0, , ,0,12,1,22, , , ,1, , ,2, ,1,2, , ,1
2023,      002206501  2,1,9,1,1,1,0,1,1,1,1,6,8,98, ,1,0,24,0, ,101,1,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,1,0,0,1, ,1, ,1,21, , , ,1, , ,1,5,1,2, , ,1
2023,      002207501  1,1,9,1,1,1,1,1,1,1,1,2,5,9,5,1,0, , , ,100,0,0,0,0,0,1,1,1, ,1, , , ,0,0,0,0,0,1,0,0, ,0,1,1,24, , , ,1, , ,1,6,1,2, , , 
2023,      002210501  2,1,9,1,1,1,1,1,1,1,1,3,3,5,5,1,0, ,1, , ,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,1,12,1,24, , , ,1, , ,1,5,1,1,1,2,1
2023,      002210501  2,2, , , , , , , , , , , , , , , , ,1, , , , , , , ,1,1, , ,1, , , , , , , , , , , , ,1,12,1,24, , , ,1, , , , , , , , ,1
2023,      002210701  1,1,8,1,1,0,1,1,1,1,1,2,2, ,2,1,0, , , ,100,0,0,0,0,1,1,1,0, ,1, , , ,0,0,0,0,1,0,0,1, ,0,6,1,24, , , ,1, , ,1,3,1,2, , ,1
2023,      002302201  2,1,9,1,1,1,1,1,1,1,1,2,2,2,2,1,30,20, , ,100,0,0,0,0,0,1,1,1, ,1, , , ,0,0,0,1,0,0,0,0, ,0, ,1,24, , , ,0, , ,1,2,1,1,1,2, 
2023,      002302901  2,1,9,1,1,0,0,1,1,1,1,4,4, , ,1,0,18, , , ,0,0,0,0,0,1,1, , ,1, , , ,0,0,0,0,0,0,0, , ,0, ,1,24, , , ,1, , ,2, ,1,2, , ,1
2023,      002302901  2,2, , , , , , , , , , , , , , , ,18, , , , , , , , ,1,1, , ,1, , , , , , , , , , , , ,0,10,1,24, , , ,1, , , , , , , , ,1
2023,      002305901  2,1,9,1,1,1,1,1,1,1,1,3,1,1,1,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,1,0,0,0,1, ,0,12,1,24, , , ,1, , ,1,1,1,2, , ,1
2023,      002307201  4,1,9,1,1,1,1,1,1,0,0,6,98,98,6,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,0,9,0, , , , ,1, , ,1,98,1,2, , ,2
2023,      002309001  1,1,9,1,1,1,1,1,1,0,0,2,98,2,2,1,0,20,1, , ,0,0,0,0,0,1,1,1, ,1, , , ,0,0,0,0,0,0,0, , ,0,9,0, , , , ,1, , ,1,98,1,1,1,2, 
2023,      002309701  1,1,9,1,1,1,1,1,1,1,1,7,8,8,8,1,0,25, , , ,0,0,0,0,0,1,1, , ,1, , , ,0,0,0,0,1,0,0,1, ,0, ,1,24, , , ,1, , ,1,8,1,1,1,2,1
2023,      002309701  1,2, , , , , , , , , , , , , , , , , , ,100, , , , , ,1,1, , ,1, , , , , , , , , , , , ,0,10,1,24, , , ,1, , , , , , , , ,1
2023,      002311501  2,1,8,1,1,1,1,1,1,0,0,2,2,2,2,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,0, ,0, , , , ,0, , ,2, ,1,2, , ,2
2023,      003100201  2,1,9,1,1,1,1,1,0,0,0, ,6,6,6,1,0,18, , , ,0,0,0,0,0,1,1, , ,1, , , ,0,0,0,0,0,0,0, , ,0,9,0, , , , ,1, , ,2, ,1,1,1,1,1
2023,      003100301  2,1,9,1,1,1,1,1,1,0,0,5,8,8,8,1,0,18, , , ,0,0,0,0,0,1,1, , ,1, , , ,0,0,0,0,0,0,0, , ,0,2,0, , , , ,0, , ,1,8,1,1,1,2,1
2023,      003115001  1,1,8,1,1,1,1,1,0,0,0,3,3,3,3,1,0,18, , , ,0,0,0,0,0,1,1, , ,1, , , ,0,0,0,0,0,0,0, , ,1,9,0, , , , ,0, , ,2, ,1,2, , ,2
2023,      003115001  1,2, , , , , , , , , , , , , , , ,18, , , , , , , , ,1,1, , ,1, , , , , , , , , , , , ,0,8,0, , , , ,0, , , , , , , , ,2
2023,      003115101  2,1,9,1,1,1,1,1,1,1,1,2,6,6,6,1,0,18, , , ,0,0,0,0,0,1,1, , ,1, , , ,0,0,1,1,1,1,0,1, ,0, ,1,25, , , ,1, , ,1,6,1,1,1,2,1
2023,      003115101  2,2, , , , , , , , , , , , , , , ,18, , , , , , , , ,2, , , ,1, , , , , , , , , , , , ,0,2,1,25, , , ,1, , , , , , , , ,1
2023,      003115301  2,1,9,1,1,1,0,0,0,0,0, ,2,2, ,1,0,18, , , ,0,0,0,0,0,2, , , ,0, , , ,0,0,0,0,0,0,0, , ,0, ,0, , , , ,0, , ,2, ,1,2, , , 
2023,      003115301  2,2, , , , , , , , , , , , , , , ,18, , , , , , , , ,2, , , ,0, , , , , , , , , , , , ,0,9,0, , , , ,1, , , , , , , , ,1
2023,      003115301  2,3, , , , , , , , , , , , , , , ,18, , , , , , , , ,1,1, , ,1, , , , , , , , , , , , ,0,9,0, , , , ,1, , , , , , , , ,1
2023,      003115401  2,1,9,0,1,1,1,1,1,1,1,3,3,3,3,1,0,18, , , ,0,0,0,0,0,1,1, , ,1, , , ,0,0,0,0,0,0,0, , ,0,9,1,25, , , ,1, , ,2, ,1,1,1,2,2
2023,      003115501  2,1,9,1,1,1,1,0,0,0,0,6,6,7,7,1,0,18, , , ,0,0,0,0,0,1,1, , ,1, , , ,0,0,0,0,0,0,0, , ,0,2,0, , , , ,1, , ,2, ,1,2, , ,2
2023,      003115501  2,2, , , , , , , , , , , , , , , ,18, , , , , , , , ,1,1, , ,1, , , , , , , , , , , , ,0,10,0, , , , ,1, , , , , , , , ,2
2023,      003122401  2,1,7,1,1,1,1,1,1,1,1,1,2,2,2,1,0, ,0, ,100,0,0,0,0,0,1,1,1, ,1, , , ,0,0,1,0,0,0,0,0, ,0,2,1,25, , , ,1, , ,1,2,1,2, , ,1
2023,      003122401  2,2, , , , , , , , , , , , , , , ,25, , , , , , , , ,1,1, , ,0, , , , , , , , , , , , ,0,3,1,25, , , , , , , , , , , , , 
2023,      003122501  2,1,8,1,1,1,1,1,0,0,0,1,1,1,1,1,0,18, , , ,0,0,0,0,0,1,1, , ,1, , , ,0,0,0,0,0,0,0, , ,0,2,0, , , , ,1, , ,1,1,1,2, , ,1
2023,      003122501  2,2, , , , , , , , , , , , , , , ,18, , , , , , , , ,1,1, , ,1, , , , , , , , , , , , ,0,9,0, , , , ,1, , , , , , , , ,1
2023,      003122601  2,1,9,1,1,1,1,1,0,1,1,3,3,3,3,1,0,12, , , ,0,0,0,0,0,1,1, , ,1, , , ,0,1,0,1,1,0,0,0, ,0,2,1,25, , , ,1, , ,1,3,1,1,1,2,1
2023,      003122701  1,1,8,1,1,0,1,1,0,0,0,3,5, ,5,1,0,25, , , ,0,0,0,0,1,1,1, , ,1, , , ,0,0,1,1,1,1,1,0, ,0,1,0, , , , ,1, , ,2, ,1,2, , ,2
2023,      003305101  2,1,9,1,1,1,1,1,1,1,1,2,2,2,2,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,1,0,1,0,0,0,0,1, ,0, ,1,24, , , ,1, , ,1,2,1,2, , ,2
2023,      003305101 10,1,9,1,1,1,1,1,1,1,1,2, ,2,2,1,0, ,0, ,101,1,0,0,0,0,1,1,1, ,0, , , ,0,0,1,0,0,0,0,1, ,0,3,1,24, , , , , , ,2, ,1,2, , , 
2023,      003305301  2,1,9,1,1,1,1,1,1,1,1,3,3,3,3,1,0, , , ,100,0,1,0,0,0,1,1,1, ,1, , , ,1,0,0,1,0,0,0,1, ,0,12,1,24, , , ,1, , ,1,3,1,2, , , 
2023,      003307701  2,1,9,1,1,1,1,1,1,1,1,3,3,3,3,1,0,25, , , ,0,0,0,0,0,1,1, , ,1, , , ,0,0,0,1,0,0,0,1, ,0,1,1,24, , , ,1, , ,1,3,1,1,1,2,2
2023,      003308101  2,1,9,1,1,8,1,1,1,1,1,7,4, ,4,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,1,0,0,1, ,1,1,1,24, , , ,1, , ,2, ,1,1,1,2,2
2023,      003310301  2,1,8,1,1,1,1,1,1,0,0,4,4,4,4,1,0,25, , , ,0,0,0,0,0,2, , , ,1, , , ,0,0,0,0,0,0,0, , ,1, ,0, , , , ,1, , ,1,4,1,2, , ,1
2023,      003310401  3,1,9,1,1,1,1,1,1,1,1,2,2,3,4,1,0, ,1, , ,0,0,0,0,0,1,1,1, ,1, , , ,0,0,0,1,1,1,1,1, ,0,9,1,24, , , ,1, , ,1,2,1,1,1,1, 
2023,      003310501  2,1,9,1,1,1,1,1,1,1,1,5,5,6,6,1,0,15, , , ,0,0,0,0,0,1,1, , ,1, , , ,0,0,0,1,0,1,0,1, ,0,1,1,24, , , ,1, , ,1,6,1,1,1,2,2
2023,      003400101  2,1,9,1,1,1,1,1,1,1,1,2,2,6,6,1,0,18, , , ,1,0,0,0,0,1,1, , ,0, , , ,0,0,0,0,0,0,0, , ,0,8,1,25, , , ,1, , ,8, ,1,1,1,2, 
2023,      003400101  2,2, , , , , , , , , , , , , , , ,18, , , , , , , , ,1,1, , ,1, , , , , , , , , , , , ,0,8,1,25, , , ,1, , , , , , , , , 
2023,      003400201  1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0,25, , , ,0,0,0,0,0,1,1, , ,0, , , ,0,0,0,0,0,0,0, , ,0, ,1,25, , , ,0, , ,1,98,1,2, , ,1
2023,      003400301  1,1,9,1,1,1,1,1,1,0,0,1,1,1,1,1,0,18, , , ,0,1,0,0,0,2, , , ,1, , , ,0,0,0,0,1,0,0,1, ,0,9,0, , , , ,1, , ,1,1,1,1,1,1,1
2023,      003400301  6,1,9,1,1,1,1,1,1,1,1,2,2,2,2,1,0,18, , , ,0,0,0,0,0,2, , , ,1, , , ,0,0,0,0,0,0,0, , ,0,12,1,25, , , ,1, , ,1,2,1,2, , ,2
2023,      003403601  1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,0,13, , , ,0,0,0,0,0,2, , , ,1, , , ,0,0,0,0,0,0,0, ,1, , ,1,25, , , ,1, , ,1,4,1,2, , , 
2023,      003403601  1,2, , , , , , , , , , , , , , , ,13, , , , , , , , ,1,1, , ,1, , , , , , , , , , , , ,0,6,1,25, , , ,1, , , , , , , , , 
2023,      003403701  2,1,9,1,1,1,1,1,1,1,1,3,5,5,5,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,0,9,1,25, , , ,1, , ,1,5,1,2, , ,2
2023,      003403901  2,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,0,2,1,25, , , ,1, , ,1,1,1,2, , ,1
2023,      003410001  2,1,9,1,1,1,1,1,1,0,0,2,5,5,5,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,1,0,1,0,1,1, ,1,12,0, , , , ,1, , ,1,5,1,1,1,2, 
2023,      003410101  2,1,9,1,1,0,0,1,0,0,0,3, , , ,1,0, ,0, ,100,0,0,0,0,0,1,1,0, ,1, , , ,1,0,0,0,0,0,0,0, ,0,12,0, , , , ,1, , ,2, ,1,2, , ,1
2023,      003410801  2,1,9,1,1,1,1,1,1,1,1,2,2,2,2,1,0, ,1, , ,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,1,0,0,0,1, ,1, ,1,24, , , ,0, , ,1,2,1,1,1,2,1
2023,      003410801  2,2, , , , , , , , , , , , , , , , ,0, ,100, , , , , ,1,1, , ,1, , , , , , , , , , , , ,1,12,1,24, , , ,0, , , , , , , , , 
2023,      003502401  2,1,8,1,1,1,1,1,1,1,1,6,4,4,4,1,0,18, , , ,0,1,0,0,0,2, , , ,1, , , ,0,0,0,0,0,0,0, , ,1, ,1,25, , , ,0, , ,1,4,1,1,1,1, 
2023,      003502401  2,2, , , , , , , , , , , , , , , ,18, , , , , , , , ,1,1, , ,1, , , , , , , , , , , , ,1,9,1,25, , , ,1, , , , , , , , ,1
2023,      003502601  1,1,8,1,1,1,1,1,1,1,1,4,4,4,4,1,0,18, , , ,0,0,0,0,0,2, , , ,1, , , ,0,0,0,0,0,0,0, , ,0, ,1,25, , , ,0, , ,1,4,1,2, , ,1
2023,      003502601  1,2, , , , , , , , , , , , , , , ,18, , , , , , , , ,2, , , ,1, , , , , , , , , , , , ,0,10,1,25, , , ,0, , , , , , , , ,1
2023,      003513701  1,1, , , , , , , , , , , , , ,0, ,18, , , ,0,0,0,0,0,0, , , ,0, , , ,0,0,0,0,0,0,0, , ,0, ,0, , , , ,0, , , , ,2, , , , 
2023,      003513701  1,2, , , , , , , , , , , , , , , ,18, , , , , , , , ,0, , , ,0, , , , , , , , , , , , ,0,9,0, , , , ,0, , , , , , , , ,1
2023,      003513801  2,1, , , , , , , , , , , , , ,0, ,18, , , ,0,0,0,0,0,0, , , ,0, , , ,0,0,0,0,0,0,0, , ,0, ,0, , , , ,0, , , , ,2, , , ,1
2023,      003513901  2,1, , , , , , , , , , , , , ,0, ,18, , , ,0,0,0,0,0,0, , , ,0, , , ,0,0,0,0,0,1,0,0, ,0, ,0, , , , ,0, , , , ,2, , , ,1
2023,      003513901  2,2, , , , , , , , , , , , , , , ,18, , , , , , , , ,0, , , ,0, , , , , , , , , , , , ,0,10,0, , , , ,0, , , , , , , , ,1
2023,      003514101  2,1, , , , , , , , , , , , , ,0, ,18, , , ,0,0,0,0,0,0, , , ,0, , , ,0,0,0,0,0,0,0, , ,0,9,0, , , , ,0, , , , ,2, , , ,1
2023,      003514101  2,2, , , , , , , , , , , , , , , ,18, , , , , , , , ,0, , , ,0, , , , , , , , , , , , ,0,10,0, , , , ,0, , , , , , , , ,1
2023,      003514601  1,1,8,1,1,1,1,1,1,1,1,4,4,4,4,1,0,18, , , ,0,0,0,0,0,2, , , ,1, , , ,0,0,0,0,0,0,0, , ,0, ,1,25, , , ,0, , ,1,4,1,2, , ,1
2023,      003514601  1,2, , , , , , , , , , , , , , , ,18, , , , , , , , ,2, , , ,1, , , , , , , , , , , , ,0,9,1,25, , , ,0, , , , , , , , ,1
2023,      003515101  1,1, ,1,1,8,8,0,0,1,1,6,6, , ,0, ,18, , , ,0,0,0,0,0,0, , , ,0, , , ,0,0,0,0,0,0,0, , ,0, ,0, , , , ,1, , ,8, ,2, , , ,1
2023,      003800101  2,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,2, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,0,12,1,25, , , ,1, , ,1,4,1,1,1,2,2
2023,      003800701  2,1,9,1,1,0,0,1,1,1,1,7,8, , ,1,0, , , ,100,0,0,0,0,0,1,1,0, ,1, , , ,0,0,0,0,0,0,0, , ,1,9,1,25, , , ,1, , ,2, ,1,2, , ,1
