ID1,HHID,NRO_ORDEN_ID,QH30M,QH31M,QH32M_M,QH32M_Y,QH33M
2025,      514115701,1,1,85,12,2020, 
2025,      514221901,1,2,22,11,2024,4
2025,      514305001,1,2,82,10,2023, 
2025,      514618904,1,1,55,3,2021, 
2025,      514813701,1,1,71,9,2020, 
2025,      515013601,1,1,68,4,2022, 
2025,      515103301,1,2,79,7,2024, 
2025,      515103501,1,1,65,12,2022, 
2025,      515112701,1,1,81,4,2024, 
2025,      515411601,1,2,48,8,2024,4
2025,      515902401,1,1,69,1,2021, 
2025,      515914901,1,1,60,10,2021, 
2025,      516108801,1,2,54,1,2021, 
2025,      516410101,1,1,63,12,2022, 
2025,      516618401,1,2,33,10,2022,4
2025,      516704601,1,1,21,8,2024, 
2025,      516823401,1,2,75,10,2023, 
2025,      516917001,1,2,73,4,2020, 
2025,      517211601,1,2,84,2,2021, 
2025,      517304101,1,1,63,1,2021, 
2025,      517305201,1,2,68,4,2021, 
2025,      517314701,1,1,86,9,2024, 
2025,      517511101,1,2,62,5,2020, 
2025,      517708101,1,2,20,6,2025,4
2025,      517810401,1,2,63,8,2020, 
2025,      518104101,1,1,60,6,2022, 
2025,      518403001,1,1,71,11,2024, 
2025,      518410701,1,2,55,12,2024, 
2025,      518507401,1,2,52,7,2020, 
2025,      519108901,1,1,78,4,2021, 
2025,      519112801,1,1,97,2,2021, 
2025,      519112801,2,1,58,2,2021, 
2025,      519112801,3,2,92,10,2021, 
2025,      519309401,1,1,92,10,2022, 
2025,      519403801,1,1,80,2,2020, 
2025,      519500901,1,1,96,12,2024, 
2025,      519503801,1,2,77,10,2021, 
2025,      519605401,1,1,50,10,2023, 
2025,      519710601,1,1,69,4,2020, 
2025,      519916901,1,1,57,8,2025, 
2025,      520014301,1,2,37,8,2023,4
2025,      520100501,1,1,32,8,2022, 
2025,      520110201,1,1,63,9,2022, 
2025,      520200101,1,2,89,5,2020, 
2025,      520213101,1,1,95,5,2023, 
2025,      520404401,1,1,73,5,2024, 
2025,      520605001,1,1,49,12,2021, 
2025,      520901101,1,2,73,7,2024, 
2025,      520909101,1,1,73,5,2020, 
2025,      521102701,1,1,40,11,2024, 
2025,      521103201,1,2,0,10,2022, 
2025,      521103201,2,2,0,1,2023, 
2025,      521204201,1,2,75,1,2023, 
2025,      521406501,1,1,68,9,2023, 
2025,      521411401,1,2,82,7,2024, 
2025,      521502201,1,2,74,8,2025, 
2025,      521504101,1,1,74,4,2025, 
2025,      521505801,1,1,77,7,2025, 
2025,      521606601,1,1,93,12,2024, 
2025,      521608001,1,1,72,4,2021, 
2025,      521709801,1,1,95,4,2024, 
2025,      521814301,1,2,75,11,2020, 
2025,      522006101,1,2,83,5,2021, 
2025,      522011501,1,1,63,11,2024, 
2025,      522112101,1,2,65,3,2020, 
2025,      522300701,1,2,75,4,2021, 
2025,      522302001,1,2,57,6,2023, 
2025,      522406801,1,1,73,4,2020, 
2025,      522701201,1,1,37,8,2023, 
2025,      522812801,1,1,96,2,2020, 
2025,      522814601,1,1,73,11,2024, 
2025,      522901001,1,2,80,2,2025, 
2025,      523202001,1,2,96,4,2023, 
2025,      523405701,1,2,54,4,2025, 
2025,      523607001,1,1,41,9,2022, 
2025,      523616301,1,2,88,8,2024, 
2025,      523621601,1,1,33,9,2023, 
2025,      523622001,1,2,42,6,2020,4
2025,      523702901,1,1,64,5,2025, 
2025,      523709201,1,1,61,10,2023, 
2025,      523815601,1,1,23,12,2023, 
2025,      523902401,1,2,56,7,2025, 
2025,      524005601,1,1,78,9,2025, 
2025,      524006101,1,1,0,7,2022, 
2025,      524006101,2,2,89,10,2023, 
2025,      524203201,1,2,50,12,2021, 
2025,      524400401,1,1,39,2,2020, 
2025,      524503001,1,1,79,12,2022, 
2025,      524602101,1,2,35,2,2021,4
2025,      524711401,1,1,7,9,2022, 
2025,      524711601,1,1,63,9,2021, 
2025,      524712201,1,1,87,2,2025, 
2025,      524911501,1,1,74,8,2024, 
2025,      525000301,1,1,37,4,2021, 
2025,      525004701,1,2,50,11,2023, 
2025,      525100701,1,1,65,4,2021, 
2025,      525102201,1,1,59,6,2020, 
2025,      525202001,1,2,55,3,2022, 
2025,      525305101,1,1,41,8,2020, 
2025,      525405101,1,1,45,7,2023, 
2025,      525604803,1,1,67,4,2024, 
2025,      525704201,1,1,0,2,2024, 
2025,      525804501,1,2,72,7,2023, 
2025,      525911401,1,1,64,7,2025, 
2025,      526502601,1,1,1,12,2021, 
2025,      526507601,1,1,76,5,2022, 
2025,      526507601,2,2,35,10,2022,4
2025,      526604001,1,1,2,11,2024, 
2025,      526806401,1,1,69,11,2024, 
2025,      526904601,1,1,64,6,2025, 
2025,      526904701,1,1,25,7,2024, 
2025,      527002201,1,2,56,2,2023, 
2025,      527108801,1,1,54,7,2021, 
2025,      527109001,1,2,74,9,2020, 
2025,      527201401,1,2,74,7,2020, 
2025,      527204201,1,2,59,8,2020, 
2025,      527212701,1,1,84,6,2025, 
2025,      527309501,1,1,60,7,2020, 
2025,      527605801,1,2,83,12,2020, 
2025,      527710701,1,2,37,1,2021,4
2025,      527804301,1,1,69,9,2025, 
2025,      528406901,1,2,82,3,2021, 
2025,      528607001,1,1,82,11,2020, 
2025,      528607001,2,2,82,5,2024, 
2025,      528802701,1,2,93,2,2023, 
2025,      528802901,1,1,85,1,2021, 
2025,      528804301,1,1,85,4,2024, 
2025,      529001201,1,1,50,4,2021, 
2025,      529004701,1,1,83,12,2025, 
2025,      529202601,1,1,42,12,2022, 
2025,      529510301,1,2,65,1,2020, 
2025,      529510301,2,2,45,3,2022,4
2025,      529510301,3,1,35,10,2023, 
2025,      529601201,1,1,71,4,2021, 
2025,      529601201,2,2,60,4,2021, 
2025,      529605601,1,1,60,2,2020, 
2025,      530000701,1,1,70,4,2023, 
2025,      530000701,2,2,62,7,2025, 
2025,      530111701,1,2,57,5,2021, 
2025,      530403001,1,1,70,1,2020, 
2025,      530403001,2,2,77,1,2020, 
2025,      530605001,1,1,29,5,2024, 
2025,      530605101,1,2,96,3,2023, 
2025,      530705801,1,1,67,9,2020, 
2025,      530803101,1,2,45,3,2023,4
2025,      531104701,1,1,57,3,2025, 
2025,      531113601,1,2,63,9,2025, 
2025,      531206301,1,1,78,4,2021, 
2025,      531206301,2,2,74,4,2021, 
2025,      531303801,1,2,67,11,2022, 
2025,      531310201,1,2,64,7,2024, 
2025,      531410601,1,2,39,10,2023,4
2025,      531605701,1,1,69,4,2022, 
2025,      531803701,1,1,0,2,2023, 
2025,      532009101,1,1,62,8,2025, 
2025,      532018301,1,2,94,11,2021, 
2025,      532203001,1,2,89,5,2020, 
2025,      532206701,1,2,34,2,2024,4
2025,      532608401,1,1,67,8,2025, 
2025,      532703501,1,2,91,12,2022, 
2025,      533004901,1,1,74,1,2022, 
2025,      533300701,1,2,43,7,2023,4
2025,      533403001,1,1,58,8,2024, 
2025,      533500601,1,2,58,6,2021, 
2025,      533707101,1,1,42,10,2023, 
2025,      533907901,1,2,89,6,2024, 
2025,      534006101,1,1,68,10,2020, 
2025,      534104401,1,2,79,6,2022, 
2025,      534408201,1,1,41,7,2025, 
2025,      534500301,1,1,94,2,2020, 
2025,      534700501,1,2,75,6,2025, 
2025,      534703901,1,2,90,9,2021, 
2025,      534704101,1,2,68,11,2025, 
2025,      534901001,1,1,67,6,2022, 
2025,      534901001,2,2,69,11,2023, 
2025,      534901201,1,2,70,10,2022, 
2025,      534910501,1,1,70,5,2020, 
2025,      534910501,2,1,80,6,2020, 
2025,      535007301,1,1,62,3,2023, 
2025,      535102301,1,1,66,3,2023, 
2025,      535201701,1,1,77,10,2021, 
2025,      535202001,1,1,93,2,2022, 
2025,      535301601,1,1,55,3,2025, 
2025,      536006401,1,2,97,8,2020, 
2025,      536807301,1,1,60,6,2021, 
2025,      536904501,1,2,73,11,2024, 
2025,      537000501,1,2,78,2,2023, 
2025,      537002601,1,2,58,1,2025, 
2025,      537002601,2,1,60,8,2025, 
2025,      537304501,1,2,98,4,2022, 
2025,      537410701,1,1,97,1,2025, 
2025,      537412001,1,2,80,7,2024, 
2025,      537603001,1,1,58,10,2020, 
2025,      537800801,1,1,77,7,2022, 
2025,      537803201,1,1,54,5,2024, 
2025,      538001801,1,2,105,10,2025, 
2025,      538400901,1,1,82,2,2023, 
2025,      538707001,1,2,66,4,2021, 
2025,      538902301,1,1,43,2,2022, 
2025,      538911001,1,2,0,4,2025, 
2025,      539011401,1,1,82,2,2022, 
2025,      539104301,1,1,18,9,2024, 
2025,      539307101,1,1,63,11,2020, 
2025,      539308601,1,1,18,6,2023, 
2025,      539409301,1,1,58,4,2021, 
2025,      539800501,1,1,1,2,2023, 
2025,      539802801,1,2,84,2,2021, 
2025,      539802901,1,1,55,5,2020, 
2025,      539802901,2,2,83,5,2023, 
2025,      539805401,1,1,73,2,2021, 
2025,      539808601,1,1,24,1,2020, 
2025,      539901701,1,2,59,9,2025, 
2025,      539904201,1,1,86,8,2021, 
2025,      540012901,1,1,32,5,2025, 
2025,      540402701,1,2,83,7,2023, 
2025,      540408601,1,1,22,2,2025, 
2025,      540700201,1,2,72,9,2022, 
2025,      540906101,1,1,40,12,2021, 
2025,      540916001,1,2,32,11,2024,4
2025,      541106601,1,1,73,4,2024, 
2025,      541305101,1,1,63,4,2020, 
2025,      541305101,2,2,84,8,2022, 
2025,      541408601,1,2,22,7,2020,4
2025,      541505601,1,1,66,2,2025, 
2025,      541612301,1,2,0,7,2020, 
2025,      541613501,1,1,43,3,2022, 
2025,      541700801,1,1,67,5,2021, 
2025,      541706801,1,2,43,11,2022,4
2025,      541710701,1,1,86,10,2023, 
2025,      541806601,1,1,68,6,2022, 
2025,      542009301,1,2,67,4,2020, 
2025,      542116401,1,2,39,9,2021,4
2025,      542206301,1,2,24,6,2025,4
2025,      542410801,1,1,87,10,2025, 
2025,      542502101,1,1,83,11,2024, 
2025,      542502101,2,1,60,7,2025, 
2025,      542706301,1,1,0,6,2025, 
2025,      542712201,1,1,71,5,2021, 
2025,      543310101,1,1,0,3,2022, 
2025,      543705201,1,2,22,2,2025,4
2025,      543708401,1,2,50,10,2020, 
2025,      543916901,1,1,6,4,2024, 
2025,      544213901,1,1,87,10,2023, 
2025,      544509201,1,1,72,8,2023, 
2025,      544510901,1,2,90,2,2023, 
2025,      544601701,1,1,90,6,2020, 
2025,      544601901,1,2,62,1,2024, 
2025,      544809501,1,1,41,8,2023, 
2025,      544818001,1,2,74,8,2024, 
2025,      545012101,1,1,62,2,2021, 
2025,      545103801,1,1,72,8,2021, 
2025,      545109301,1,2,79,2,2023, 
2025,      545215001,1,2,77,6,2020, 
2025,      545303301,1,2,62,11,2022, 
2025,      545700801,1,2,45,6,2024,4
2025,      545805501,1,1,66,11,2020, 
2025,      545810901,1,2,55,9,2023, 
2025,      545815401,1,2,92,12,2020, 
2025,      545907101,1,2,63,3,2023, 
2025,      546005701,1,2,89,6,2024, 
2025,      546005701,2,2,86,6,2024, 
2025,      546308801,1,1,55,12,2024, 
2025,      546507101,1,1,70,7,2025, 
2025,      546612101,1,2,80,2,2022, 
2025,      546704501,1,2,83,2,2021, 
2025,      546707901,1,1,71,12,2024, 
2025,      548011201,1,2,68,7,2022, 
2025,      548103301,1,1,48,4,2020, 
2025,      548407201,1,2,84,6,2020, 
2025,      548407501,1,2,73,5,2024, 
2025,      548408101,1,1,38,6,2020, 
2025,      548708601,1,2,88,9,2020, 
2025,      548802601,1,1,81,2,2021, 
2025,      548804501,1,2,83,1,2022, 
2025,      549105501,1,1,65,6,2024, 
2025,      549105601,1,1,86,3,2024, 
2025,      549112701,1,2,86,6,2023, 
2025,      549204201,1,2,73,10,2020, 
2025,      549205301,1,2,88,1,2020, 
2025,      549310001,1,2,49,10,2021,4
2025,      549402401,1,1,31,9,2023, 
2025,      549404701,1,2,74,9,2024, 
2025,      549407701,1,2,73,12,2024, 
2025,      549705301,1,1,56,6,2024, 
2025,      549802401,1,1,80,5,2020, 
2025,      549804701,1,2,24,5,2020,4
2025,      549900801,1,1,41,9,2022, 
2025,      550008001,1,2,95,5,2023, 
2025,      550206101,1,1,21,8,2020, 
2025,      550404601,1,1,87,7,2021, 
2025,      550503201,1,2,75,9,2023, 
2025,      550700301,1,2,71,9,2022, 
2025,      550703701,1,1,60,12,2024, 
2025,      550704901,1,1,90,11,2022, 
2025,      550705601,1,2,90,3,2020, 
2025,      551402201,1,1,84,10,2022, 
2025,      551504901,1,2,37,6,2022,4
2025,      552002901,1,2,102,5,2024, 
2025,      552004201,1,2,0,6,2023, 
2025,      552100301,1,1,68,1,2024, 
2025,      552204101,1,1,96,11,2023, 
2025,      552405601,1,2,89,5,2025, 
2025,      552611001,1,2,26,1,2025,4
2025,      552611401,1,2,62,3,2024, 
2025,      552900201,1,1,65,9,2022, 
2025,      552906201,1,2,58,8,2021, 
2025,      552907001,1,1,73,4,2021, 
2025,      553404401,1,1,30,9,2022, 
2025,      553910501,1,1,90,12,2020, 
2025,      554001101,1,1,33,6,2020, 
2025,      554102101,1,1,74,5,2021, 
2025,      554105201,1,1,61,8,2023, 
2025,      554401701,1,2,0,1,2025, 
2025,      554406901,1,2,43,7,2023,4
2025,      554501101,1,2,72,3,2022, 
2025,      554607201,1,2,45,1,2023,4
2025,      554701601,1,1,79,6,2020, 
2025,      554800201,1,2,69,3,2020, 
2025,      554909701,1,2,41,5,2022,4
2025,      555000701,1,2,63,8,2020, 
2025,      555005701,1,1,68,6,2020, 
2025,      555106701,1,1,0,7,2023, 
2025,      555117301,1,1,78,11,2022, 
2025,      555301901,1,1,76,5,2025, 
2025,      555701901,1,2,87,6,2020, 
2025,      555805101,1,1,67,6,2024, 
2025,      555904701,1,2,93,10,2024, 
2025,      556002401,1,1,65,5,2025, 
2025,      556100501,1,2,71,11,2023, 
2025,      556206401,1,1,27,1,2022, 
2025,      556206401,2,2,42,8,2023,4
2025,      556312601,1,1,82,5,2020, 
2025,      556407101,1,2,83,9,2020, 
2025,      556808501,1,2,94,11,2022, 
2025,      556904501,1,2,68,5,2020, 
2025,      557102001,1,2,18,3,2024,4
2025,      557202701,1,2,96,7,2024, 
2025,      557307201,1,2,0,4,2020, 
2025,      557812501,1,1,76,11,2021, 
2025,      557902201,1,1,72,2,2025, 
2025,      557902401,1,1,82,1,2024, 
2025,      558006001,1,2,82,3,2021, 
2025,      558108801,1,1,53,1,2023, 
2025,      558200201,1,1,33,10,2023, 
2025,      558204101,1,1,59,8,2020, 
2025,      558205401,1,1,68,8,2022, 
2025,      558205401,2,2,90,4,2025, 
2025,      558305201,1,2,60,5,2022, 
2025,      558305301,1,1,35,8,2024, 
2025,      558305601,1,1,28,1,2024, 
2025,      558505401,1,2,79,6,2025, 
2025,      559006801,1,1,87,11,2024, 
2025,      559011501,1,1,81,7,2021, 
2025,      559011501,2,2,82,11,2023, 
2025,      559012601,1,1,60,12,2024, 
2025,      559103601,1,1,0,1,2020, 
2025,      559103601,2,2,19,1,2022,4
2025,      559103601,3,1,43,10,2023, 
2025,      559400801,1,1,80,4,2021, 
2025,      559606001,1,2,80,11,2023, 
2025,      559606201,1,2,85,7,2023, 
2025,      559701101,1,1,32,12,2022, 
2025,      560007001,1,2,74,8,2023, 
2025,      560101501,1,1,3,2,2024, 
2025,      560203001,1,1,78,7,2020, 
2025,      560203901,1,1,90,4,2021, 
2025,      560307801,1,2,62,5,2020, 
2025,      560310301,1,1,80,2,2024, 
2025,      560400501,1,1,32,1,2023, 
2025,      560809901,1,1,94,6,2021, 
2025,      560905401,1,2,65,5,2021, 
2025,      561105401,1,2,58,2,2023, 
2025,      561403001,1,1,92,1,2025, 
2025,      561701001,1,1,83,12,2020, 
2025,      561801501,1,2,67,7,2020, 
2025,      561803701,1,2,68,2,2020, 
2025,      561813901,1,2,80,3,2021, 
2025,      561903501,1,1,23,11,2022, 
2025,      562013101,1,1,54,9,2024, 
2025,      562106001,1,1,48,12,2024, 
2025,      562419001,1,1,60,4,2020, 
2025,      562507501,1,2,35,7,2021,4
2025,      563101401,1,2,67,3,2023, 
2025,      563411401,1,1,36,10,2023, 
2025,      563509901,1,1,53,2,2021, 
2025,      563808101,1,2,86,11,2021, 
2025,      564007301,1,2,78,12,2023, 
2025,      564103301,1,1,18,2,2023, 
2025,      564707701,1,1,54,8,2020, 
2025,      564904501,1,2,85,3,2024, 
2025,      565001501,1,1,85,9,2022, 
2025,      565600201,1,2,6,7,2024, 
2025,      565704701,1,2,82,6,2022, 
2025,      565806101,1,2,83,8,2021, 
2025,      565806501,1,1,80,7,2022, 
2025,      565906501,1,2,88,9,2023, 
2025,      566318301,1,1,71,2,2025, 
2025,      566600801,1,1,57,2,2022, 
2025,      567302401,1,1,74,12,2023, 
2025,      567313501,1,1,64,6,2020, 
2025,      567511401,1,2,84,1,2021, 
2025,      567816701,1,1,18,4,2025, 
2025,      568001601,1,2,67,9,2021, 
2025,      568005301,1,1,28,1,2024, 
2025,      568100301,1,1,60,4,2021, 
2025,      568105001,1,2,48,6,2025,4
2025,      568110301,1,1,47,2,2022, 
2025,      568704401,1,1,87,11,2020, 
2025,      569012401,1,2,70,4,2024, 
2025,      569109401,1,1,62,8,2022, 
2025,      569115401,1,1,51,1,2021, 
2025,      569306501,1,2,57,1,2022, 
2025,      569404901,1,2,25,2,2025,4
2025,      569408101,1,2,99,3,2023, 
2025,      569505601,1,2,28,8,2022,4
2025,      569612101,1,2,86,6,2024, 
2025,      569701301,1,2,49,12,2023,4
2025,      569903201,1,2,88,1,2021, 
2025,      569908401,1,2,49,6,2021,4
2025,      569908701,1,2,62,6,2020, 
2025,      570003301,1,1,52,2,2020, 
2025,      570003301,2,2,62,11,2021, 
2025,      570201601,1,1,75,11,2024, 
2025,      570512101,1,2,50,4,2020, 
2025,      570607102,1,2,97,4,2022, 
2025,      570609801,1,2,79,3,2025, 
2025,      570908701,1,1,70,3,2021, 
2025,      571011001,1,1,45,7,2021, 
2025,      571011001,2,1,63,10,2022, 
2025,      571101801,1,1,59,3,2021, 
2025,      571110101,1,2,60,10,2024, 
2025,      571302101,1,1,90,10,2022, 
2025,      571401401,1,1,72,1,2023, 
2025,      571612801,1,2,64,8,2020, 
2025,      571714501,1,1,70,3,2022, 
2025,      571811001,1,1,54,3,2022, 
2025,      572101401,1,2,65,6,2024, 
2025,      572702401,1,1,75,5,2020, 
2025,      572901201,1,2,53,11,2024, 
2025,      572901801,1,1,47,7,2020, 
2025,      573010001,1,1,74,5,2020, 
2025,      573208401,1,2,87,11,2023, 
2025,      573407901,1,2,86,10,2024, 
2025,      573501401,1,1,22,8,2024, 
2025,      573611001,1,1,69,2,2023, 
2025,      573807001,1,1,70,3,2021, 
2025,      573807001,2,1,67,2,2024, 
2025,      574312201,1,2,72,12,2024, 
2025,      574404101,1,2,98,3,2021, 
2025,      574404101,2,2,74,4,2021, 
2025,      574503901,1,1,79,2,2025, 
2025,      574617301,1,1,50,12,2024, 
2025,      574711501,1,2,59,2,2020, 
2025,      574714201,1,1,65,7,2021, 
2025,      574717701,1,1,45,6,2022, 
2025,      574717701,2,2,84,11,2023, 
2025,      575103701,1,1,76,12,2024, 
2025,      575110401,1,1,64,9,2020, 
2025,      575305701,1,1,34,5,2025, 
2025,      575906401,1,1,80,4,2020, 
2025,      575906401,2,2,83,3,2021, 
2025,      575918701,1,2,87,2,2024, 
2025,      576006501,1,1,83,12,2023, 
2025,      576014301,1,2,35,6,2020,4
2025,      576014701,1,1,32,7,2020, 
2025,      576014701,2,2,70,7,2020, 
2025,      576105501,1,1,80,1,2021, 
2025,      576211901,1,1,26,11,2020, 
2025,      576303701,1,2,49,6,2020,4
2025,      576407501,1,2,62,12,2021, 
2025,      576617601,1,1,65,2,2023, 
2025,      576701901,1,2,86,6,2021, 
2025,      576708001,1,2,11,7,2023, 
2025,      576709701,1,2,72,9,2021, 
2025,      576801901,1,1,54,3,2025, 
2025,      576907301,1,2,27,11,2020,2
2025,      576914901,1,2,94,3,2023, 
2025,      577005501,1,2,86,12,2022, 
2025,      577101101,1,1,84,1,2025, 
2025,      577107201,1,2,37,8,2020,4
2025,      577201001,1,1,57,4,2020, 
2025,      577500401,1,2,70,4,2024, 
2025,      577610201,1,1,88,2,2022, 
2025,      577610201,2,1,77,3,2023, 
2025,      577612001,1,1,50,5,2020, 
2025,      577812101,1,1,92,4,2020, 
2025,      577812101,2,1,50,6,2020, 
2025,      577905601,1,2,98,10,2023, 
2025,      578010701,1,1,84,4,2021, 
2025,      578113801,1,1,64,6,2020, 
2025,      578113801,2,2,68,6,2021, 
2025,      578118301,1,1,73,9,2021, 
2025,      578222001,1,1,37,8,2024, 
2025,      578303301,1,2,86,6,2023, 
2025,      578412401,1,1,56,4,2025, 
2025,      578707001,1,2,62,1,2021, 
2025,      578707001,2,2,7,3,2021, 
2025,      578707501,1,1,52,12,2024, 
2025,      578712001,1,2,68,1,2022, 
2025,      578800201,1,2,72,4,2024, 
2025,      578906901,1,1,73,1,2024, 
2025,      579111701,1,2,27,11,2022,4
2025,      579212801,1,2,54,4,2024, 
2025,      579213701,1,1,85,4,2025, 
2025,      579305401,1,1,10,9,2024, 
2025,      579305601,1,2,69,8,2020, 
2025,      579307001,1,2,1,11,2020, 
2025,      579307101,1,1,57,3,2023, 
2025,      579400801,1,2,88,4,2020, 
2025,      579413301,1,1,50,10,2023, 
2025,      579517601,1,2,0,1,2025, 
2025,      579517701,1,1,94,3,2020, 
2025,      579517701,2,2,11,6,2024, 
2025,      579608101,1,2,70,2,2022, 
2025,      579806801,1,2,26,12,2024,3
2025,      580202001,1,2,79,2,2025, 
2025,      580203001,1,1,85,5,2022, 
2025,      580206501,1,1,30,8,2023, 
2025,      580506601,1,1,65,4,2023, 
2025,      580804401,1,1,65,3,2025, 
2025,      580906301,1,1,22,9,2024, 
2025,      581002401,1,1,62,1,2022, 
2025,      581301001,1,1,25,10,2024, 
2025,      581403701,1,2,42,1,2021,4
2025,      581404801,1,2,62,1,2023, 
2025,      581600701,1,1,64,4,2021, 
2025,      581609801,1,1,67,7,2022, 
2025,      582008001,1,1,67,7,2020, 
2025,      582103101,1,1,38,6,2021, 
2025,      582302101,1,2,86,4,2024, 
2025,      582303101,1,1,56,1,2025, 
2025,      582610101,1,1,85,9,2021, 
2025,      582700501,1,2,0,1,2022, 
2025,      582703901,1,1,87,11,2023, 
2025,      582809101,1,1,84,5,2022, 
2025,      583300901,1,1,75,5,2020, 
2025,      583403101,1,2,89,12,2023, 
2025,      583403401,1,1,88,5,2024, 
2025,      583411801,1,2,94,8,2024, 
2025,      583808401,1,2,74,1,2022, 
2025,      583808401,2,1,87,7,2024, 
2025,      583808501,1,2,78,6,2021, 
2025,      583808501,2,1,86,7,2024, 
2025,      584003801,1,2,30,5,2023,4
2025,      584308201,1,2,48,1,2021,4
2025,      584404101,1,1,84,2,2025, 
2025,      584902601,1,2,90,4,2022, 
2025,      585008201,1,2,73,1,2025, 
2025,      585010701,1,1,80,2,2021, 
2025,      585116801,1,1,95,5,2024, 
2025,      585201801,1,2,78,12,2024, 
2025,      585204501,1,1,18,1,2022, 
2025,      585304001,1,1,64,12,2024, 
2025,      585402701,1,2,55,2,2025, 
2025,      585504101,1,1,67,8,2023, 
2025,      585510001,1,1,89,10,2024, 
2025,      585605601,1,2,72,2,2025, 
2025,      585805901,1,1,59,8,2024, 
2025,      585805901,2,2,60,11,2024, 
2025,      585903401,1,2,48,12,2023,4
2025,      586001701,1,1,91,4,2022, 
2025,      586014901,1,1,74,8,2021, 
2025,      586110301,1,2,78,11,2022, 
2025,      586114101,1,1,91,9,2024, 
2025,      586203801,1,1,78,2,2023, 
2025,      586208301,1,2,74,2,2021, 
2025,      586208901,1,2,87,3,2022, 
2025,      586515101,1,1,29,4,2024, 
2025,      586601101,1,1,5,11,2022, 
2025,      586804001,1,1,64,8,2024, 
2025,      586906801,1,1,16,2,2021, 
2025,      587003601,1,2,50,12,2022, 
2025,      587305701,1,2,49,4,2025,4
2025,      587307601,1,2,90,6,2020, 
2025,      587402201,1,2,95,4,2021, 
2025,      587504201,1,1,58,10,2024, 
2025,      587702601,1,1,59,12,2024, 
2025,      587900901,1,2,96,12,2020, 
2025,      587913501,1,2,75,5,2021, 
2025,      588004101,1,1,23,4,2022, 
2025,      588204501,1,2,95,7,2024, 
2025,      588305301,1,1,100,2,2025, 
2025,      588402301,1,1,60,2,2023, 
2025,      588604401,1,1,93,4,2020, 
2025,      588604401,2,2,89,5,2024, 
2025,      588605401,1,1,89,4,2023, 
2025,      588701801,1,1,87,6,2021, 
2025,      588706801,1,2,102,11,2024, 
2025,      588809801,1,1,19,12,2024, 
2025,      589003401,1,2,56,10,2021, 
2025,      589406301,1,1,64,5,2020, 
2025,      589416401,1,1,84,11,2024, 
2025,      589505201,1,2,58,6,2024, 
2025,      589517801,1,2,91,1,2025, 
2025,      589821801,1,2,80,10,2024, 
2025,      590013201,1,2,42,5,2022,4
2025,      590107001,1,1,42,10,2020, 
2025,      590107001,2,2,75,7,2023, 
2025,      590408101,1,2,84,12,2022, 
2025,      590408201,1,1,66,2,2025, 
2025,      590410301,1,2,67,1,2021, 
2025,      590410301,2,1,72,4,2024, 
2025,      590412001,1,2,86,2,2023, 
2025,      590702501,1,2,60,2,2024, 
2025,      590706501,1,1,83,11,2022, 
2025,      590706701,1,1,55,6,2020, 
2025,      591202801,1,1,75,3,2022, 
2025,      591206301,1,2,68,11,2023, 
2025,      591405601,1,2,65,6,2020, 
2025,      591607301,1,1,63,2,2020, 
2025,      591800601,1,1,50,8,2020, 
2025,      591800601,2,2,47,2,2021,4
2025,      591812201,1,1,75,8,2021, 
2025,      591902501,1,1,75,3,2022, 
2025,      591906301,1,2,64,3,2025, 
2025,      592006301,1,1,87,1,2025, 
2025,      592104801,1,1,68,6,2020, 
2025,      592505501,1,1,28,5,2022, 
2025,      592509401,1,2,1,5,2022, 
2025,      592803901,1,2,23,1,2021,4
2025,      592912201,1,2,69,6,2022, 
2025,      592912201,2,1,72,12,2024, 
2025,      592912501,1,2,0,4,2022, 
2025,      593106001,1,1,49,5,2020, 
2025,      593108501,1,2,70,3,2024, 
2025,      593206201,1,1,20,9,2022, 
2025,      593307001,1,1,63,6,2020, 
2025,      593500501,1,1,32,6,2024, 
2025,      593603101,1,1,34,11,2020, 
2025,      593603301,1,2,81,1,2022, 
2025,      594110501,1,1,76,10,2023, 
2025,      594307401,1,2,91,3,2024, 
2025,      595004901,1,1,56,7,2024, 
2025,      595005501,1,2,8,12,2020, 
2025,      595005901,1,2,45,9,2024,4
2025,      595109101,1,1,65,5,2024, 
2025,      595311201,1,2,65,12,2022, 
2025,      595407701,1,1,37,7,2022, 
2025,      595407701,2,1,65,8,2023, 
2025,      595610901,1,2,59,2,2023, 
2025,      595808301,1,2,57,12,2024, 
2025,      595812601,1,1,63,9,2022, 
2025,      595814101,1,2,60,1,2021, 
2025,      595901201,1,2,25,6,2023,4
2025,      595904101,1,1,54,9,2020, 
2025,      596008801,1,1,63,9,2023, 
2025,      596100901,1,2,53,4,2024, 
2025,      596108101,1,1,75,7,2023, 
2025,      596602701,1,1,51,6,2022, 
2025,      596607701,1,1,38,8,2023, 
2025,      596608001,1,1,67,3,2022, 
2025,      596812601,1,2,53,1,2021, 
2025,      596900201,1,2,0,5,2024, 
2025,      597001501,1,1,53,12,2020, 
2025,      597305201,1,2,63,6,2025, 
2025,      597701601,1,1,58,9,2023, 
2025,      598001901,1,2,75,7,2024, 
2025,      598109401,1,1,21,1,2021, 
2025,      598109601,1,1,22,5,2021, 
2025,      599000701,1,1,64,3,2020, 
2025,      599000701,2,2,86,6,2023, 
2025,      599102201,1,1,41,1,2021, 
2025,      599207101,1,1,75,6,2020, 
2025,      599318601,1,2,75,5,2025, 
