ID1,HHID,NRO_ORDEN_ID,QH30M,QH31M,QH32M_M,QH32M_Y,QH33M
2025,      468802201,1,1,54,4,2021, 
2025,      468803601,1,2,42,10,2024,4
2025,      468804601,1,1,33,12,2024, 
2025,      468904301,1,1,97,4,2024, 
2025,      468904601,1,1,52,11,2023, 
2025,      469006201,1,1,65,7,2020, 
2025,      469006201,2,2,62,10,2021, 
2025,      469015101,1,1,15,11,2024, 
2025,      469016101,1,1,64,1,2020, 
2025,      469104101,1,1,78,6,2022, 
2025,      469106001,1,1,54,4,2020, 
2025,      469213001,1,2,56,6,2023, 
2025,      469304301,1,2,60,6,2023, 
2025,      469405301,1,2,78,8,2022, 
2025,      469412601,1,1,15,1,2021, 
2025,      469518401,1,1,34,1,2024, 
2025,      469623601,1,2,65,1,2020, 
2025,      469624901,1,2,66,4,2021, 
2025,      469813501,1,1,57,2,2021, 
2025,      469816101,1,2,95,4,2024, 
2025,      470004001,1,2,30,7,2022,4
2025,      470004201,1,2,24,8,2020,4
2025,      470014801,1,2,85,12,2024, 
2025,      470100201,1,2,73,3,2022, 
2025,      470103701,1,2,37,1,2025,4
2025,      470113801,1,2,25,1,2023,4
2025,      470204901,1,1,47,6,2024, 
2025,      470218901,1,2,65,11,2021, 
2025,      470407701,1,2,75,2,2020, 
2025,      470416001,1,1,42,4,2023, 
2025,      470600301,1,2,45,12,2020,4
2025,      470600701,1,1,67,5,2020, 
2025,      470910201,1,2,67,5,2024, 
2025,      471005801,1,2,62,7,2020, 
2025,      471009001,1,1,18,8,2020, 
2025,      471906601,1,1,74,1,2024, 
2025,      472901601,1,2,29,3,2024,4
2025,      473102401,1,1,54,9,2021, 
2025,      473209301,1,1,72,7,2023, 
2025,      473501401,1,1,84,7,2021, 
2025,      473507201,1,1,84,11,2021, 
2025,      473700101,1,2,82,8,2022, 
2025,      473902501,1,1,72,8,2020, 
2025,      473911001,1,2,92,12,2024, 
2025,      474307801,1,1,39,1,2020, 
2025,      474411401,1,2,58,6,2025, 
2025,      474500301,1,1,80,8,2020, 
2025,      474501501,1,2,48,12,2024,4
2025,      474503001,1,2,90,1,2025, 
2025,      474600901,1,2,78,5,2024, 
2025,      474600901,2,1,76,7,2024, 
2025,      474603001,1,1,64,12,2024, 
2025,      474700101,1,2,86,12,2021, 
2025,      474702301,1,2,62,2,2021, 
2025,      474801601,1,2,7,9,2020, 
2025,      474802701,1,1,61,7,2020, 
2025,      475702301,1,1,14,5,2025, 
2025,      475709501,1,2,65,6,2024, 
2025,      476300301,1,1,27,8,2023, 
2025,      476404901,1,1,105,6,2021, 
2025,      476612101,1,2,57,3,2023, 
2025,      476807201,1,2,71,10,2023, 
2025,      477002101,1,1,80,9,2020, 
2025,      477110801,1,2,52,9,2023, 
2025,      477402001,1,1,79,3,2025, 
2025,      477412002,1,2,0,11,2023, 
