ID1,HHID,HVIDX,QHCLUSTER,QHNUMBER,QHHOME,PS94_1A,PS94_1M,PS94_1S,PS2
2025,      445102301,1,4451,23,1,0,1,2,1
2025,      445109501,1,4451,95,1,0,1,2,1
2025,      450106201,2,4501,62,1,0,1,2,1
2025,      450106401,2,4501,64,1,0,1,2,1
2025,      450110701,2,4501,107,1,0,1,2,1
2025,      450904001,1,4509,40,1,0,2,1,1
2025,      450904001,2,4509,40,1,0,2,2,2
2025,      451005801,1,4510,58,1,0,2,2,1
2025,      454201901,2,4542,19,1,0,1,2,1
2025,      456507401,2,4565,74,1,0,3,2,1
2025,      469712701,3,4697,127,1,1,1,1,1
2025,      469712701,4,4697,127,1,1,1,2,2
2025,      475102601,4,4751,26,1,0,2,2,1
2025,      481805201,2,4818,52,1,8,0,2,1
2025,      484304501,2,4843,45,1,0,2,2,1
2025,      491803501,1,4918,35,1,0,1,2,1
2025,      492808301,1,4928,83,1,0,1,2,1
2025,      492904501,2,4929,45,1,0,2,2,1
2025,      493501501,1,4935,15,1,0,1,1,1
2025,      493501501,2,4935,15,1,0,1,2,2
2025,      493501901,1,4935,19,1,0,1,2,1
2025,      493502201,2,4935,22,1,0,1,2,1
2025,      493502501,1,4935,25,1,0,1,1,1
2025,      493502501,2,4935,25,1,0,1,1,2
2025,      493502501,6,4935,25,1,0,1,2,3
2025,      493502901,2,4935,29,1,0,1,2,1
2025,      493503101,2,4935,31,1,0,1,2,1
2025,      493504001,1,4935,40,1,0,1,2,1
2025,      493505901,1,4935,59,1,0,1,2,1
2025,      493805201,1,4938,52,1,0,1,2,1
2025,      493805401,1,4938,54,1,0,2,2,1
2025,      493805501,1,4938,55,1,0,2,2,1
2025,      493806101,6,4938,61,1,0,2,2,1
2025,      497505201,2,4975,52,1,0,2,2,1
2025,      497507701,1,4975,77,1,0,2,2,1
2025,      499201801,2,4992,18,1,0,2,2,1
2025,      504700701,1,5047,7,1,0,3,2,1
2025,      506804101,1,5068,41,1,0,1,2,1
2025,      529601201,2,5296,12,1,0,2,2,1
2025,      544711601,2,5447,116,1,0,1,2,1
2025,      544711901,1,5447,119,1,0,1,1,1
2025,      544711901,2,5447,119,1,0,1,2,2
2025,      546708001,1,5467,80,1,0,1,2,1
2025,      546709801,1,5467,98,1,0,4,2,1
2025,      546711601,1,5467,116,1,0,1,2,1
2025,      550405401,2,5504,54,1,0,1,2,1
2025,      550408801,1,5504,88,1,0,1,2,1
2025,      552302801,2,5523,28,1,0,2,2,1
2025,      552503401,2,5525,34,1,0,1,2,1
2025,      552504701,2,5525,47,1,0,1,2,1
2025,      553704101,1,5537,41,1,0,1,2,1
2025,      553704301,1,5537,43,1,0,1,2,1
2025,      554008001,1,5540,80,1,0,1,2,1
2025,      559400701,2,5594,7,1,0,1,2,1
2025,      559400901,2,5594,9,1,0,1,2,1
2025,      559401001,2,5594,10,1,0,1,2,1
2025,      559405201,2,5594,52,1,0,1,2,1
2025,      559405301,1,5594,53,1,0,2,2,1
2025,      564003501,1,5640,35,1,0,3,2,1
2025,      583608401,2,5836,84,1,0,2,2,1
2025,      597911001,1,5979,110,1,0,1,2,1
2025,      598603801,2,5986,38,1,0,1,2,1
2025,      598604001,1,5986,40,1,0,1,2,1
2025,      598608001,1,5986,80,1,0,1,1,1
2025,      598608001,2,5986,80,1,0,1,2,2
2025,      598609801,1,5986,98,1,0,1,1,1
