ID1,HHID,QHCLUSTER,QHNUMBER,QHHOME,QH91,QH93,QH95,QH96,QH96A,QH96M,QH96AC,QH97D,QH97M,QH97A,QH99,QH101,QH103,QH106,QHVIOLEN,QH100B
2025,      519907401,5199,74,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      519916301,5199,163,1,2,2,2, , , , , , , , ,2,2, ,3,2
2025,      519916901,5199,169,1, ,2,2, , , , , , , , ,2,2,2,5,2
2025,      519917201,5199,172,1,2,2,2, , , , , , , , ,2,2, ,3,2
2025,      519917801,5199,178,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      519918901,5199,189,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      519919901,5199,199,1, ,2,2, , , , , , , ,2,2,2, ,2,2
2025,      520000701,5200,7,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      520001801,5200,18,1,2,2,2, , , , , , , , ,1,2, ,2,2
2025,      520005201,5200,52,1, ,2,2, , , , , , , ,2,2,2, ,6,2
2025,      520005601,5200,56,1,2,2,2, , , , , , , , ,2,2, ,3,2
2025,      520005701,5200,57,1, ,2,2, , , , , , , , ,2,2, ,4,2
2025,      520007701,5200,77,1, ,2,2, , , , , , , ,2,2,2, ,5,2
2025,      520009201,5200,92,1, ,2,2, , , , , , , , ,1,2,2,1,2
2025,      520011701,5200,117,1, ,2,1,4,0,9,2, , , ,1,2,2,2,4,2
2025,      520013801,5200,138,1, ,2,2, , , , , , , , ,1,2,2,2,2
2025,      520014301,5200,143,1,2,2,2, , , , , , , , ,2,2, ,0, 
2025,      520100501,5201,5,1,2,2,2, , , , , , , ,2,2,2, ,0, 
2025,      520104101,5201,41,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520106601,5201,66,1, ,2,1,2,1,7,2, , , , ,2,2,2,2,2
2025,      520109001,5201,90,1, ,2,2, , , , , , , , ,2,2,2,3,2
2025,      520110201,5201,102,1,2,2,2, , , , , , , , ,1,2,2,2,2
2025,      520113001,5201,130,1, ,2,2, , , , , , , ,2,1,2,2,2,2
2025,      520200101,5202,1,1, ,2,2, , , , , , , ,2,2,2, ,2,2
2025,      520201301,5202,13,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520204801,5202,48,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520208001,5202,80,1,2,2,2, , , , , , , ,2,2,2, ,4,2
2025,      520208002,5202,80,2, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520208801,5202,88,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      520209201,5202,92,1,2,2,2, , , , , , , , ,2,2,2,1,2
2025,      520211401,5202,114,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520213101,5202,131,1,2,2,2, , , , , , , ,2,2,2,2,6,2
2025,      520214001,5202,140,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520217501,5202,175,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      520300701,5203,7,1, ,2,2, , , , , , , , ,1,2,2,2,2
2025,      520302301,5203,23,1, ,2,2, , , , , , , ,2,2,2,2,2,2
2025,      520302701,5203,27,1, ,2,2, , , , , , , , ,1,2,2,2,2
2025,      520306001,5203,60,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520310301,5203,103,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520310701,5203,107,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      520314201,5203,142,1,2,2,2, , , , , , , , ,2,2,2,3,2
2025,      520320801,5203,208,1,2,2,2, , , , , , , , ,2,2, ,3,2
2025,      520401801,5204,18,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      520402001,5204,20,1,2,2,2, , , , , , , , ,2,2,2,1,2
2025,      520404201,5204,42,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      520404401,5204,44,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      520406501,5204,65,1,2,2,2, , , , , , , ,2,2,2,2,1,2
2025,      520406801,5204,68,1, ,2,2, , , , , , , , ,1,2,2,2,2
2025,      520410801,5204,108,1, ,2,2, , , , , , , , ,2,2, ,4,2
2025,      520414601,5204,146,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520502301,5205,23,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520502401,5205,24,1,2,2,2, , , , , , , , ,1,2, ,3,2
2025,      520504401,5205,44,1,2,2,2, , , , , , , , ,2,2, ,0, 
2025,      520506401,5205,64,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      520506901,5205,69,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      520509401,5205,94,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520509701,5205,97,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      520513301,5205,133,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      520516601,5205,166,1,2,2,2, , , , , , , , ,2,2, ,0, 
2025,      520516602,5205,166,2,2,2,2, , , , , , , , ,2,2,2,7,2
2025,      520604001,5206,40,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520605001,5206,50,1,2,2,2, , , , , , , , ,2,2, ,2,2
2025,      520605101,5206,51,1,2,2,2, , , , , , , ,2,2,2,2,2,2
2025,      520605601,5206,56,1,2,2,2, , , , , , , , ,2,2,1,1,2
2025,      520608101,5206,81,1,2,2,2, , , , , , , , ,1,2, ,2,2
2025,      520609001,5206,90,1, ,2,2, , , , , , , , ,2,2,2,1,2
2025,      520610601,5206,106,1,2,2,2, , , , , , , , ,2,1,2,2,2
2025,      520612601,5206,126,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      520613701,5206,137,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      520701401,5207,14,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520702501,5207,25,1, ,2,2, , , , , , , ,2,2,2,2,3,2
2025,      520702601,5207,26,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      520710301,5207,103,1, ,2,2, , , , , , , , ,2,2, ,1,2
2025,      520710501,5207,105,1, ,2,2, , , , , , , , ,2,2,1,2,2
2025,      520713601,5207,136,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520716201,5207,162,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      520717001,5207,170,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      520718801,5207,188,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      520804201,5208,42,1,2,2,2, , , , , , , , ,2,2, ,3,2
2025,      520804801,5208,48,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      520805601,5208,56,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520809801,5208,98,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520810001,5208,100,1, ,2,2, , , , , , , , ,2,2,2,1,2
2025,      520810101,5208,101,1, ,2,2, , , , , , , , ,1,2, ,2,2
2025,      520810801,5208,108,1, ,2,2, , , , , , , ,1,2,2, ,3,2
2025,      520812001,5208,120,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520812301,5208,123,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      520815101,5208,151,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520900201,5209,2,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      520901101,5209,11,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      520905201,5209,52,1,2,2,2, , , , , , , , ,2,2, ,0, 
2025,      520906201,5209,62,1, ,2,2, , , , , , , , ,2,2,2,1,2
2025,      520906301,5209,63,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      520907001,5209,70,1, ,2,2, , , , , , , ,2,2,1, ,0, 
2025,      520909101,5209,91,1,2,2,2, , , , , , , , ,2,2, ,2,2
2025,      520911701,5209,117,1,2,2,2, , , , , , , , ,2,2,1,2,2
2025,      520915301,5209,153,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      521000201,5210,2,1,2,2,2, , , , , , , , ,1,2, ,2,2
2025,      521000701,5210,7,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      521003001,5210,30,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      521005501,5210,55,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      521007601,5210,76,1,2,2,2, , , , , , , , ,1,2,2,1,2
2025,      521007901,5210,79,1, ,2,1,2,0,4,2, , , , ,2,2,2,2,2
2025,      521010801,5210,108,1,2,2,1,2,1,9,2, , , , ,2,2,2,2,2
2025,      521013001,5210,130,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      521014201,5210,142,1, ,2,2, , , , , , , , ,1,2, ,3,2
2025,      521101501,5211,15,1,2,2,2, , , , , , , , ,2,2, ,2,2
2025,      521102001,5211,20,1,2,2,2, , , , , , , , ,2,2, ,5,2
2025,      521102501,5211,25,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      521102601,5211,26,1, ,2,2, , , , , , , , ,2,1, ,0, 
2025,      521102701,5211,27,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      521103101,5211,31,1,1,2,2, , , , , , , , ,2,2, ,1,2
2025,      521103201,5211,32,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      521103501,5211,35,1,2,2,2, , , , , , , , ,2,2,2,1,2
2025,      521103701,5211,37,1, ,2,1,1,1,11,2, , , , ,2,2,2,1,2
2025,      521200401,5212,4,1,2,2,2, , , , , , , , ,2,2,2,5,2
2025,      521204201,5212,42,1,2,2,2, , , , , , , ,2,2,2,2,3,2
2025,      521207101,5212,71,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      521207901,5212,79,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      521208001,5212,80,1,2,2,2, , , , , , , ,2,2,2, ,3,2
2025,      521208201,5212,82,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      521208301,5212,83,1, ,2,2, , , , , , , , ,2,2, ,4,2
2025,      521209701,5212,97,1, ,2,2, , , , , , , ,2,1,2,2,4,2
2025,      521210001,5212,100,1, ,2,1,2,0,1,2, , , , ,2,2, ,2,2
2025,      521210901,5212,109,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      521300101,5213,1,1,2,2,2, , , , , , , ,2,2,2, ,2,2
2025,      521303001,5213,30,1, ,2,2, , , , , , , , ,2,2, ,1,2
2025,      521303201,5213,32,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      521304701,5213,47,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      521305601,5213,56,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      521305801,5213,58,1,2,2,1,3,1,11,2, , , , ,2,2,2,1,2
2025,      521308801,5213,88,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      521309301,5213,93,1, ,2,1,3,1,11,2, , , , ,1,2,2,3,2
2025,      521310201,5213,102,1, ,2,1,1,0,1,2, , , , ,2,2,2,1,2
2025,      521401701,5214,17,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      521405901,5214,59,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      521406501,5214,65,1, ,2,2, , , , , , , , ,2,2, ,1,2
2025,      521408001,5214,80,1,2,2,2, , , , , , , , ,2,2,2,1,2
2025,      521408701,5214,87,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      521409101,5214,91,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      521411401,5214,114,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      521414001,5214,140,1, ,2,2, , , , , , , , ,2,2,2,1,2
2025,      521415901,5214,159,1,2,2,2, , , , , , , , ,2,2,2,1,2
2025,      521500201,5215,2,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      521500401,5215,4,1,2,2,2, , , , , , , , ,2,2, ,3,2
2025,      521501401,5215,14,1,2,2,2, , , , , , , ,2,1,2,2,4,2
2025,      521502201,5215,22,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      521504101,5215,41,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      521504601,5215,46,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      521505801,5215,58,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      521506001,5215,60,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      521507701,5215,77,1, ,2,2, , , , , , , ,2,2,2,2,4,2
2025,      521513101,5215,131,1,2,2,2, , , , , , , , ,2,2,2,1,2
2025,      521600801,5216,8,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      521601301,5216,13,1, ,2,2, , , , , , , ,2,2,2,2,2,2
2025,      521606101,5216,61,1, ,2,2, , , , , , , ,2,2,2,2,3,2
2025,      521606501,5216,65,1,2,2,2, , , , , , , , ,2,2,2,1,2
2025,      521606601,5216,66,1,2,2,2, , , , , , , , ,2,2, ,4,2
2025,      521607101,5216,71,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      521607301,5216,73,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      521608001,5216,80,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      521610101,5216,101,1, ,2,2, , , , , , , ,2,2,2,2,3,2
2025,      521701101,5217,11,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      521702101,5217,21,1,2,2,2, , , , , , , , ,1,2,1,2,1
2025,      521704401,5217,44,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      521708501,5217,85,1, ,2,2, , , , , , , , ,2,2,1,1,2
2025,      521708601,5217,86,1, ,2,2, , , , , , , , ,2,2, ,1,2
2025,      521708701,5217,87,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      521709701,5217,97,1, ,2,2, , , , , , , , ,1,2,1,1,1
2025,      521709801,5217,98,1,2,2,2, , , , , , , ,2,2,2, ,5,2
2025,      521709901,5217,99,1, ,2,2, , , , , , , ,2,2,2,2,3,2
2025,      521710701,5217,107,1, ,2,2, , , , , , , , ,2,2,2,4,2
2025,      521804501,5218,45,1,2,2,2, , , , , , , , ,1,2,2,2,2
2025,      521806301,5218,63,1, ,2,2, , , , , , , , ,2,2, ,1,2
2025,      521807301,5218,73,1, ,2,2, , , , , , , , ,2,2, ,1,2
2025,      521808801,5218,88,1,2,2,2, , , , , , , , ,2,2, ,3,2
2025,      521809201,5218,92,1,2,2,2, , , , , , , , ,2,2,2,1,2
2025,      521809202,5218,92,2, ,2,2, , , , , , , , ,2,2, ,1,2
2025,      521810801,5218,108,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      521812101,5218,121,1, ,2,2, , , , , , , , ,2,2, ,1,2
2025,      521814301,5218,143,1, ,2,2, , , , , , , , ,2,2,2,1,2
2025,      521814801,5218,148,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      521900601,5219,6,1, ,2,2, , , , , , , , ,1,2, ,2,2
2025,      521901201,5219,12,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      521902601,5219,26,1, ,2,2, , , , , , , , ,2,1, ,0, 
2025,      521904201,5219,42,1,2,2,2, , , , , , , , ,2,2, ,5,2
2025,      521904901,5219,49,1, ,2,2, , , , , , , , ,1,2,2,1,2
2025,      521907701,5219,77,1, ,2,2, , , , , , , , ,2,2,2,1,2
2025,      521910801,5219,108,1, ,2,2, , , , , , , , ,1,2, ,1,2
2025,      521911901,5219,119,1, ,2,2, , , , , , , ,2,2,1, ,3,2
2025,      521912001,5219,120,1,2,2,2, , , , , , , , ,1,2,2,4,1
2025,      521912401,5219,124,1, ,2,1,2,3,4,2, , , , ,2,2,2,2,2
2025,      522000101,5220,1,1,2,2,2, , , , , , , , ,1,2,2,2,2
2025,      522000501,5220,5,1, ,2,2, , , , , , , , ,1,2,2,1,2
2025,      522001701,5220,17,1,2,2,2, , , , , , , , ,2,2, ,5,2
2025,      522004501,5220,45,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      522006101,5220,61,1,2,2,2, , , , , , , , ,2,2, ,3,2
2025,      522006301,5220,63,1,2,2,2, , , , , , , ,2,2,2,2,5,2
2025,      522008201,5220,82,1,2,2,2, , , , , , , , ,2,2, ,4,2
2025,      522010001,5220,100,1,2,2,2, , , , , , , , ,2,2,2,3,2
2025,      522010901,5220,109,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      522011501,5220,115,1, ,2,2, , , , , , , , ,1,2,2,2,2
2025,      522100601,5221,6,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      522102801,5221,28,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      522104501,5221,45,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      522104901,5221,49,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      522105801,5221,58,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      522110901,5221,109,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      522112101,5221,121,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      522113401,5221,134,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      522113801,5221,138,1,2,2,2, , , , , , , , ,2,2, ,3,2
2025,      522114801,5221,148,1,2,2,2, , , , , , , , ,2,2, ,0, 
2025,      522200501,5222,5,1, ,2,2, , , , , , , ,2,2,2, ,4,2
2025,      522203901,5222,39,1,2,2,2, , , , , , , , ,1,2,2,1,2
2025,      522205601,5222,56,1, ,2,2, , , , , , , , ,1,2,2,4,2
2025,      522206301,5222,63,1, ,2,2, , , , , , , , ,1,2, ,2,2
2025,      522208201,5222,82,1,2,2,1,1,1,0,2, , , , ,2,2,2,1,2
2025,      522209101,5222,91,1, ,2,1,2,1,11,2, , , , ,1,2,2,2,2
2025,      522209601,5222,96,1, ,2,2, , , , , , , , ,2,2,2,1,2
2025,      522209602,5222,96,2,2,2,2, , , , , , , ,2,2,2, ,3,2
2025,      522212201,5222,122,1,2,2,1,2,0,6,2, , , , ,2,2,2,2,2
2025,      522212601,5222,126,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      522300701,5223,7,1, ,2,2, , , , , , , , ,2,2,2,1,2
2025,      522302001,5223,20,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      522304101,5223,41,1,2,2,2, , , , , , , ,2,2,2, ,2,2
2025,      522306401,5223,64,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      522308501,5223,85,1, ,2,2, , , , , , , ,2,2,2, ,3,2
2025,      522309501,5223,95,1, ,2,2, , , , , , , , ,2,2,2,1,2
2025,      522309801,5223,98,1, ,2,2, , , , , , , ,1,2,2, ,0,2
2025,      522309802,5223,98,2, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      522314101,5223,141,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      522315001,5223,150,1,2,2,2, , , , , , , , ,2,2,2,3,2
2025,      522317201,5223,172,1, ,2,2, , , , , , , , ,2,2,2,1,2
2025,      522400401,5224,4,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      522401701,5224,17,1,2,2,2, , , , , , , , ,2,2,2,1,2
2025,      522402801,5224,28,1, ,2,2, , , , , , , ,2,2,2, ,3,2
2025,      522403901,5224,39,1,2,2,1,2,0,7,2, , , , ,2,2,2,2,2
2025,      522405001,5224,50,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      522406601,5224,66,1,2,2,2, , , , , , , , ,2,2, ,0, 
2025,      522406801,5224,68,1, ,2,2, , , , , , , ,2,2,2,2,2,2
2025,      522408101,5224,81,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      522410601,5224,106,1,2,2,2, , , , , , , , ,2,2, ,0, 
2025,      522501001,5225,10,1,2,2,2, , , , , , , , ,2,2,2,1,2
2025,      522501401,5225,14,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      522503501,5225,35,1,2,2,2, , , , , , , , ,2,2,2,1,2
2025,      522503801,5225,38,1,2,2,1,2,1,5,2, , , , ,2,2,2,2,2
2025,      522506601,5225,66,1, ,2,1,2,1,8,2, , , , ,1,2,2,2,1
2025,      522507401,5225,74,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      522508001,5225,80,1,2,2,2, , , , , , , , ,2,2, ,4,2
2025,      522508101,5225,81,1, ,2,2, , , , , , , ,2,2,2,2,2,2
2025,      522509501,5225,95,1, ,2,1,1,0,6,2, , , , ,2,2,2,1,2
2025,      522600701,5226,7,1,2,2,2, , , , , , , ,2,2,2,2,8,2
2025,      522602001,5226,20,1, ,2,2, , , , , , , ,2,1,2,2,3,2
2025,      522603201,5226,32,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      522606201,5226,62,1,2,2,2, , , , , , , , ,1,2, ,1,2
2025,      522607401,5226,74,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      522608701,5226,87,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      522612201,5226,122,1,2,2,2, , , , , , , , ,1,2, ,7,2
2025,      522613101,5226,131,1,2,2,2, , , , , , , , ,2,2, ,3,2
2025,      522614001,5226,140,1, ,2,2, , , , , , , , ,2,2,2,1,2
2025,      522615301,5226,153,1, ,2,2, , , , , , , , ,1,2, ,1,2
2025,      522701101,5227,11,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      522701201,5227,12,1,2,2,2, , , , , , , , ,2,2, ,2,2
2025,      522701301,5227,13,1,2,2,2, , , , , , , , ,1,2,2,2,2
2025,      522701401,5227,14,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      522703301,5227,33,1, ,2,2, , , , , , , , ,2,2, ,1,2
2025,      522703401,5227,34,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      522703501,5227,35,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      522703601,5227,36,1, ,2,2, , , , , , , , ,2,2, ,1,2
2025,      522703801,5227,38,1,2,2,1,1,0,9,2, , , , ,1,2,2,1,1
2025,      522705901,5227,59,1,2,2,2, , , , , , , , ,2,2, ,0, 
2025,      522706001,5227,60,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      522706201,5227,62,1, ,2,2, , , , , , , , ,1,2,2,2,2
2025,      522706301,5227,63,1, ,2,1,1,0,6,2, , , , ,1,2,2,1,1
2025,      522706401,5227,64,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      522808201,5228,82,1, ,2,2, , , , , , , , ,1,2,2,2,2
2025,      522808301,5228,83,1,2,2,2, , , , , , , , ,1,2,2,1,2
2025,      522808401,5228,84,1, ,2,2, , , , , , , ,1,2,2, ,0, 
2025,      522808601,5228,86,1, ,2,2, , , , , , , ,1,2,2, ,0, 
2025,      522812501,5228,125,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      522812601,5228,126,1, ,2,2, , , , , , , , ,1,2,2,3,2
2025,      522812701,5228,127,1, ,2,2, , , , , , , ,1,2,2, ,3,2
2025,      522812801,5228,128,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      522812901,5228,129,1, ,2,2, , , , , , , , ,1,2,2,1,2
2025,      522814201,5228,142,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      522814301,5228,143,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      522814401,5228,144,1,2,2,2, , , , , , , , ,2,2,2,2,2
2025,      522814501,5228,145,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      522814601,5228,146,1, ,2,2, , , , , , , ,1,2,2, ,3,2
2025,      522900101,5229,1,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      522900501,5229,5,1, ,2,2, , , , , , , , ,1,1, ,2,2
2025,      522901001,5229,10,1,2,2,1,2,2,8,2, , , , ,1,1,2,2,2
2025,      522902401,5229,24,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      522902701,5229,27,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      522902901,5229,29,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      522903901,5229,39,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      522904001,5229,40,1, ,2,2, , , , , , , ,1,2,1, ,0, 
2025,      522904501,5229,45,1, ,2,2, , , , , , , , ,2,2, ,1,2
2025,      522904801,5229,48,1,2,2,2, , , , , , , , ,2,2, ,2,2
2025,      522904901,5229,49,1, ,2,2, , , , , , , ,1,2,2, ,0, 
2025,      522905101,5229,51,1, ,2,2, , , , , , , , ,2,2, ,1,2
2025,      522905401,5229,54,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      522906001,5229,60,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      523000801,5230,8,1, ,2,2, , , , , , , ,1,2,2, ,0, 
2025,      523001001,5230,10,1,2,2,2, , , , , , , , ,2,2, ,2,2
2025,      523001201,5230,12,1, ,2,2, , , , , , , , ,2,2, ,0, 
2025,      523001501,5230,15,1, ,2,2, , , , , , , , ,1,2,2,1,2
2025,      523002501,5230,25,1, ,2,2, , , , , , , , ,2,2, ,0,2
2025,      523003101,5230,31,1, ,2,2, , , , , , , ,2,2,2, ,0, 
2025,      523003501,5230,35,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      523003601,5230,36,1, ,2,2, , , , , , , , ,2,2,2,0,2
2025,      523003901,5230,39,1, ,2,2, , , , , , , , ,1,2, ,2,2
2025,      523004301,5230,43,1,2,2,2, , , , , , , ,2,2,2,2,2,2
2025,      523004401,5230,44,1, ,2,2, , , , , , , , ,1,2,2,2,2
2025,      523005101,5230,51,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      523005701,5230,57,1,2,2,1,3,2,7,2, , , ,1,1,2,2,2,2
2025,      523005801,5230,58,1,2,2,2, , , , , , , , ,1,2,2,3,2
2025,      523006301,5230,63,1,2,2,2, , , , , , , ,1,2,1, ,3,2
2025,      523103501,5231,35,1,2,2,2, , , , , , , ,2,2,2,2,2,2
2025,      523103701,5231,37,1, ,2,2, , , , , , , , ,2,2,2,1,2
2025,      523105101,5231,51,1, ,2,2, , , , , , , , ,2,2,2,3,2
2025,      523106301,5231,63,1, ,2,2, , , , , , , , ,2,2,2,1,2
2025,      523108501,5231,85,1,2,2,2, , , , , , , , ,2,2, ,1,2
2025,      523109301,5231,93,1,2,2,2, , , , , , , , ,2,2, ,0, 
2025,      523110101,5231,101,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      523110201,5231,102,1, ,2,2, , , , , , , , ,2,2,2,1,2
2025,      523112601,5231,126,1, ,2,2, , , , , , , , ,2,2,2,2,2
2025,      523200401,5232,4,1,2,2,2, , , , , , , ,1,2,2, ,5,2
2025,      523201601,5232,16,1,2,2,2, , , , , , , , ,2,2, ,3,2
2025,      523202001,5232,20,1,2,2,2, , , , , , , ,1,1,2,2,14,2
2025,      523204301,5232,43,1,2,2,1,6,0,6,2, , , , ,2,2,2,6,2
2025,      523207201,5232,72,1,2,2,2, , , , , , , , ,1,2,2,1,2
2025,      523207601,5232,76,1, ,2,2, , , , , , , , ,1,2,2,1,1
2025,      523209001,5232,90,1,2,2,2, , , , , , , ,1,1,2,2,3,2
2025,      523211101,5232,111,1,2,2,2, , , , , , , , ,1,2,2,2,2
2025,      523212601,5232,126,1,2,2,2, , , , , , , , ,1,2,2,4,2
2025,      523301201,5233,12,1, ,2,2, , , , , , , , ,2,2, ,2,2
2025,      523301701,5233,17,1,2,2,2, , , , , , , ,2,2,2, ,3,2
2025,      523301702,5233,17,2,2,2,1,2,0,3,2, , , , ,2,2,2,2,2
2025,      523302201,5233,22,1, ,2,2, , , , , , , , ,2,2,2,3,2
2025,      523302901,5233,29,1,2,2,2, , , , , , , , ,2,2,2,1,2
2025,      523306601,5233,66,1,2,2,2, , , , , , , , ,2,2,2,5,2
2025,      523306901,5233,69,1, ,2,2, , , , , , , , ,2,2, ,0, 
