ID1,HHID,HVIDX,QHCLUSTER,QHNUMBER,QHHOME,PS100_1A,PS100_1M,PS100_1S,PS3
2025,      434606701,1,4346,67,1,5,2,2,1
2025,      434908201,1,4349,82,1,0,6,1,1
2025,      434908201,2,4349,82,1,0,6,2,2
2025,      435005401,2,4350,54,1,6,4,2,1
2025,      435205401,1,4352,54,1,7,4,2,1
2025,      435412001,2,4354,120,1,3,4,2,1
2025,      435506601,2,4355,66,1,1,5,2,1
2025,      435516001,1,4355,160,1,5,2,2,1
2025,      435608701,2,4356,87,1,1,9,2,1
2025,      435702501,4,4357,25,1,4,6,2,1
2025,      435703101,1,4357,31,1,1,6,2,1
2025,      435800401,1,4358,4,1,6,2,2,1
2025,      435800501,2,4358,5,1,0,6,2,1
2025,      436002301,1,4360,23,1,0,6,1,1
2025,      436002301,3,4360,23,1,3,4,2,2
2025,      436011701,1,4360,117,1,3,4,2,1
2025,      436103601,5,4361,36,1,8,0,2,1
2025,      436103801,1,4361,38,1,0,6,2,1
2025,      436106101,1,4361,61,1,8,2,2,1
2025,      436201501,1,4362,15,1,1,0,1,1
2025,      436201501,2,4362,15,1,0,6,2,2
2025,      436201601,2,4362,16,1,5,4,2,1
2025,      436209901,4,4362,99,1,1,0,2,1
2025,      436903001,1,4369,30,1,8,11,2,1
2025,      437601101,2,4376,11,1,0,2,2,1
2025,      437606201,1,4376,62,1,1,10,2,1
2025,      437702501,2,4377,25,1,3,6,2,1
2025,      437703801,4,4377,38,1,3,4,2,1
2025,      437703901,1,4377,39,1,0,11,2,1
2025,      437705301,3,4377,53,1,1,6,2,1
2025,      437706401,7,4377,64,1,8,4,2,1
2025,      437707001,1,4377,70,1,1,7,2,1
2025,      437902401,4,4379,24,1,8,11,2,1
2025,      437902601,1,4379,26,1,8,11,2,1
2025,      437903401,1,4379,34,1,8,11,2,1
2025,      437905301,1,4379,53,1,8,11,2,1
2025,      437905401,1,4379,54,1,4,2,2,1
2025,      438003801,1,4380,38,1,98,98,2,1
2025,      438004401,2,4380,44,1,8,1,2,1
2025,      438100501,1,4381,5,1,1,0,1,1
2025,      438100501,2,4381,5,1,1,0,2,2
2025,      438101301,2,4381,13,1,8,6,2,1
2025,      438101901,1,4381,19,1,5,0,2,1
2025,      438106201,1,4381,62,1,4,6,2,1
2025,      438107901,1,4381,79,1,8,6,1,1
2025,      438107901,2,4381,79,1,8,6,2,2
2025,      438200601,1,4382,6,1,1,6,2,1
2025,      438500901,5,4385,9,1,5,98,2,1
2025,      438610801,1,4386,108,1,8,0,1,1
2025,      438610801,2,4386,108,1,5,0,2,2
2025,      439103101,5,4391,31,1,8,0,2,1
2025,      439104601,6,4391,46,1,4,6,2,1
2025,      439201601,1,4392,16,1,0,4,2,1
2025,      439205501,1,4392,55,1,4,3,1,1
2025,      439205501,2,4392,55,1,0,3,2,2
2025,      439209401,3,4392,94,1,5,3,2,1
2025,      439209601,2,4392,96,1,2,4,2,1
2025,      439305501,1,4393,55,1,1,7,2,1
2025,      439305701,1,4393,57,1,3,5,1,1
2025,      439305701,2,4393,57,1,6,3,2,2
2025,      439400401,6,4394,4,1,5,0,2,1
2025,      439400801,3,4394,8,1,5,0,2,1
2025,      439501701,1,4395,17,1,8,11,2,1
2025,      439502201,1,4395,22,1,0,3,2,1
2025,      439600701,1,4396,7,1,8,6,2,1
2025,      439606001,2,4396,60,1,0,10,2,1
2025,      439712101,1,4397,121,1,0,6,2,1
2025,      439806401,1,4398,64,1,4,0,2,1
2025,      439919301,1,4399,193,1,8,0,2,1
2025,      440001401,1,4400,14,1,6,4,2,1
2025,      440001501,2,4400,15,1,8,6,2,1
2025,      440002501,3,4400,25,1,8,0,2,1
2025,      440008501,1,4400,85,1,8,0,2,1
2025,      441213801,4,4412,138,1,7,0,2,1
2025,      441707501,1,4417,75,1,2,2,2,1
2025,      442004401,1,4420,44,1,2,5,1,1
2025,      442004401,2,4420,44,1,2,5,2,2
2025,      442704601,3,4427,46,1,2,0,2,1
2025,      442905001,9,4429,50,1,7,2,2,1
2025,      442908301,1,4429,83,1,3,3,1,1
2025,      442908301,2,4429,83,1,3,3,2,2
2025,      443400101,1,4434,1,1,8,3,2,1
2025,      443400201,1,4434,2,1,1,4,1,1
2025,      443400201,2,4434,2,1,1,4,2,2
2025,      443401001,1,4434,10,1,8,98,2,1
2025,      443402801,1,4434,28,1,5,4,2,1
2025,      443402901,1,4434,29,1,8,4,1,1
2025,      443402901,2,4434,29,1,8,4,2,2
2025,      443403101,1,4434,31,1,8,4,2,1
2025,      443506701,1,4435,67,1,3,2,2,1
2025,      443508301,1,4435,83,1,0,2,2,1
2025,      443509001,1,4435,90,1,6,0,2,1
2025,      443600701,1,4436,7,1,4,2,2,1
2025,      443600901,1,4436,9,1,4,0,1,1
2025,      443600901,2,4436,9,1,8,0,2,2
2025,      443700501,3,4437,5,1,7,5,2,1
2025,      443702801,1,4437,28,1,1,5,2,1
2025,      443704501,1,4437,45,1,8,5,2,1
2025,      443704601,1,4437,46,1,8,5,2,1
2025,      443705501,1,4437,55,1,8,5,2,1
2025,      443707201,1,4437,72,1,1,4,2,1
2025,      443800101,1,4438,1,1,8,5,2,1
2025,      443800901,1,4438,9,1,6,5,2,1
2025,      443803601,1,4438,36,1,5,5,2,1
2025,      443803801,1,4438,38,1,5,5,1,1
2025,      443803801,2,4438,38,1,5,5,2,2
2025,      443806401,1,4438,64,1,8,5,2,1
2025,      443900101,1,4439,1,1,5,2,2,1
2025,      443900701,1,4439,7,1,2,1,2,1
2025,      443902401,5,4439,24,1,6,1,2,1
2025,      443906501,1,4439,65,1,1,2,1,1
2025,      443906501,2,4439,65,1,1,2,2,2
2025,      443907801,1,4439,78,1,1,1,1,1
2025,      443907801,2,4439,78,1,1,1,2,2
2025,      444000601,1,4440,6,1,1,4,2,1
2025,      444001001,1,4440,10,1,3,4,1,1
2025,      444001001,2,4440,10,1,3,4,2,2
2025,      444003401,1,4440,34,1,1,5,1,1
2025,      444003401,2,4440,34,1,1,5,2,2
2025,      444004001,2,4440,40,1,3,6,2,1
2025,      444004101,2,4440,41,1,5,5,2,1
2025,      444005001,1,4440,50,1,8,4,2,1
2025,      444005201,1,4440,52,1,3,4,2,1
2025,      444100601,1,4441,6,1,8,6,2,1
2025,      444101001,1,4441,10,1,4,6,2,1
2025,      444102801,2,4441,28,1,8,6,2,1
2025,      444106101,3,4441,61,1,6,5,2,1
2025,      444507201,1,4445,72,1,1,0,2,1
2025,      444800501,1,4448,5,1,8,0,2,1
2025,      444907601,1,4449,76,1,5,0,2,1
