ID1,NRO_ORDEN_ID,QH30M,QH31M,QH32M_M,QH32M_Y,QH33M,HHID
2023,2,1,53,7,2021, ,      106202601
2023,1,1,45,7,2022, ,      106204801
2023,1,1,73,5,2023, ,      106309001
2023,1,1,63,7,2021, ,      106311801
2023,1,2,80,4,2021, ,      107709201
2023,1,2,64,4,2021, ,      107912501
2023,1,1,75,4,2021, ,      107914601
2023,1,2,52,2,2023, ,      108516101
2023,1,1,85,6,2022, ,      109204101
2023,1,2,76,3,2019, ,      109215901
2023,1,1,42,9,2022, ,      109300501
2023,1,1,63,7,2021, ,      109309701
2023,1,1,0,11,2020, ,      109310001
2023,1,1,32,10,2022, ,      109504001
2023,1,1,64,8,2019, ,      109700101
2023,1,1,12,6,2019, ,      109708701
2023,2,2,49,6,2020,4,      109708701
2023,3,1,62,5,2023, ,      109708701
2023,1,1,70,3,2022, ,      109708801
2023,1,2,87,6,2020, ,      110308601
2023,1,1,52,8,2018, ,      111100301
2023,1,1,88,12,2021, ,      111506301
2023,1,2,50,9,2018, ,      111511601
2023,1,1,40,12,2021, ,      112800801
2023,1,1,55,12,2021, ,      112905701
2023,1,2,85,9,2019, ,      114909801
2023,1,1,60,1,2022, ,      115101201
2023,2,2,100,2,2022, ,      115101201
2023,1,1,72,3,2020, ,      115908301
2023,1,1,73,2,2020, ,      116704601
2023,1,1,55,5,2019, ,      116710001
2023,1,2,68,10,2022, ,      116711201
2023,1,1,74,1,2019, ,      117509301
2023,2,2,20,12,2022,4,      117509301
2023,1,2,76,6,2021, ,      117900301
2023,1,1,68,10,2022, ,      117908501
2023,1,1,84,8,2021, ,      118005901
2023,1,1,82,7,2020, ,      118201601
2023,1,1,52,11,2018, ,      119004501
2023,1,1,35,10,2020, ,      119100701
2023,1,2,75,6,2018, ,      119107001
2023,1,2,67,7,2020, ,      119400201
2023,1,1,0,3,2022, ,      119810301
2023,1,1,90,7,2020, ,      121400101
2023,1,1,65,8,2018, ,      121603001
2023,1,2,86,4,2022, ,      121605701
2023,1,1,0,5,2022, ,      122201501
2023,1,2,65,1,2023, ,      122501101
2023,1,1,48,6,2020, ,      122507001
2023,1,2,85,5,2022, ,      122610201
2023,2,1,52,1,2023, ,      122610201
2023,1,1,76,6,2018, ,      123300901
2023,1,2,69,2,2019, ,      123307701
2023,1,1,69,9,2022, ,      124107301
2023,1,1,86,1,2020, ,      124703001
2023,1,1,45,2,2021, ,      125301301
2023,2,2,85,8,2021, ,      125301301
2023,1,1,59,5,2021, ,      125310701
2023,1,1,65,9,2020, ,      126913201
2023,1,2,34,5,2023,4,      127703501
2023,1,1,15,3,2023, ,      127703601
2023,1,1,29,11,2019, ,      127705301
2023,1,1,0,1,2019, ,      127705501
2023,1,2,25,1,2022,4,      128006201
2023,1,2,74,4,2021, ,      128013801
2023,1,2,56,3,2021, ,      128204301
2023,1,2,89,2,2020, ,      128606701
2023,1,1,51,3,2021, ,      129108501
2023,1,1,28,5,2019, ,      129401101
2023,1,1,57,10,2018, ,      129409501
2023,1,1,18,4,2018, ,      129607601
2023,1,1,75,4,2018, ,      129903001
2023,1,1,91,2,2023, ,      129912001
2023,1,1,58,5,2020, ,      130105601
2023,1,2,74,7,2020, ,      130304101
2023,1,2,40,3,2020,4,      130707901
2023,1,1,76,5,2018, ,      130903901
2023,1,1,64,12,2021, ,      131301301
2023,1,1,26,1,2020, ,      131307101
2023,1,1,104,9,2020, ,      132800801
2023,1,1,86,9,2018, ,      133406701
2023,1,1,55,2,2023, ,      134300601
2023,1,2,69,3,2022, ,      134911301
2023,1,1,0,2,2020, ,      135006301
2023,1,2,80,9,2022, ,      135704901
2023,1,1,35,10,2018, ,      136310701
2023,1,2,75,9,2022, ,      136315001
2023,1,1,64,5,2023, ,      137400401
2023,1,1,60,1,2022, ,      137400801
2023,1,1,80,8,2020, ,      137400901
2023,1,1,24,7,2018, ,      137404801
2023,1,2,84,4,2020, ,      137501801
2023,1,1,75,6,2021, ,      137510001
2023,1,1,87,11,2018, ,      137705801
2023,1,2,70,1,2023, ,      137803301
2023,1,1,92,9,2022, ,      137806101
2023,1,2,25,3,2019,4,      137806501
2023,2,2,83,5,2020, ,      137806501
2023,1,2,33,6,2022,4,      138904101
2023,1,2,49,6,2020,4,      138911401
2023,1,1,63,3,2022, ,      139208401
2023,1,1,56,8,2019, ,      141709201
2023,1,1,44,6,2019, ,      141804601
2023,1,2,1,3,2020, ,      142410001
2023,1,1,18,8,2020, ,      142604601
2023,1,2,83,8,2018, ,      142612001
2023,1,2,1,1,2019, ,      142801902
2023,1,1,63,10,2022, ,      143726901
2023,1,1,24,9,2019, ,      143728001
2023,1,1,71,12,2022, ,      144000101
2023,1,1,78,10,2022, ,      144306001
2023,1,1,70,2,2018, ,      144309801
2023,1,2,100,1,2021, ,      145900601
2023,1,1,75,7,2022, ,      146711801
2023,1,2,55,9,2020, ,      146712501
2023,1,1,69,3,2021, ,      146715101
2023,1,2,57,3,2022, ,      146810801
2023,1,1,49,12,2022, ,      146904601
2023,1,2,71,1,2020, ,      147312101
2023,1,1,77,3,2020, ,      147402701
2023,1,1,78,7,2020, ,      147901201
2023,1,2,93,3,2021, ,      150410201
2023,1,1,59,5,2022, ,      150410501
2023,1,1,11,11,2018, ,      150805801
2023,1,1,79,11,2021, ,      150808401
2023,1,1,49,3,2021, ,      151213001
2023,1,1,61,8,2020, ,      151408401
2023,1,2,26,4,2019,4,      151903601
2023,1,2,64,5,2020, ,      153111601
2023,1,1,84,4,2019, ,      153302801
2023,1,1,62,7,2020, ,      153307501
2023,1,2,22,7,2021,4,      154407701
2023,1,1,65,7,2022, ,      154701101
2023,2,2,58,4,2023, ,      154701101
2023,1,1,21,2,2021, ,      156404301
2023,1,1,41,4,2021, ,      156617801
2023,1,1,82,10,2022, ,      156809101
2023,1,1,30,9,2020, ,      158216401
2023,1,2,91,2,2022, ,      158219501
2023,1,2,86,4,2021, ,      158408201
2023,1,2,36,8,2021,4,      158609201
2023,1,1,36,12,2022, ,      158705301
2023,1,1,85,4,2020, ,      158802001
2023,2,2,85,7,2022, ,      158802001
2023,1,1,29,9,2022, ,      158811801
2023,1,1,85,2,2022, ,      158815101
2023,1,1,72,2,2021, ,      158911301
2023,1,2,88,7,2022, ,      158912901
2023,1,1,76,3,2021, ,      158913301
2023,2,2,71,4,2021, ,      158913301
2023,1,1,75,7,2019, ,      159701401
2023,1,2,57,9,2020, ,      159709701
2023,1,1,75,3,2020, ,      160601901
2023,1,1,60,2,2021, ,      160903701
2023,1,1,7,1,2019, ,      161401401
2023,1,2,89,6,2021, ,      162000901
2023,1,2,26,7,2021,4,      162004001
2023,1,1,27,9,2018, ,      162006901
2023,1,2,54,9,2021, ,      162306801
2023,1,2,91,4,2020, ,      162501801
2023,1,2,26,4,2022,4,      162714101
2023,1,2,85,1,2019, ,      162901401
2023,1,2,83,6,2023, ,      164204501
2023,1,1,28,2,2022, ,      164500401
2023,2,1,21,4,2023, ,      164500401
2023,1,1,81,3,2018, ,      164501101
2023,2,2,72,7,2018, ,      164501101
2023,3,1,52,4,2019, ,      164501101
2023,1,1,95,2,2022, ,      164504301
2023,1,1,75,5,2021, ,      164608601
2023,1,1,76,2,2022, ,      164608701
2023,1,1,72,10,2022, ,      164706001
2023,1,1,71,10,2022, ,      164706101
2023,1,1,78,2,2018, ,      166400901
2023,1,2,64,11,2019, ,      166413001
2023,1,2,85,11,2018, ,      166906401
