ID1,NRO_ORDEN_ID,QH30M,QH31M,QH32M_M,QH32M_Y,QH33M,HHID
2023,1,2,59,12,2021, ,      218506101
2023,1,2,50,1,2020, ,      218707901
2023,1,1,47,12,2020, ,      219201901
2023,1,2,1,10,2021, ,      219400901
2023,1,2,84,8,2022, ,      219402701
2023,1,1,97,12,2019, ,      219405101
2023,1,2,100,7,2022, ,      219405501
2023,1,2,72,11,2020, ,      219405601
2023,1,2,89,11,2020, ,      220308601
2023,1,2,75,12,2019, ,      220801701
2023,1,2,68,10,2021, ,      220813601
2023,1,2,84,6,2019, ,      221308201
2023,1,1,64,3,2023, ,      221501601
2023,1,2,56,4,2021, ,      223402501
2023,2,2,74,4,2021, ,      223402501
2023,1,2,49,6,2021,4,      223412001
2023,2,2,18,1,2022,4,      223412001
2023,1,2,75,2,2021, ,      223413501
2023,1,1,91,11,2021, ,      223414501
2023,1,1,21,6,2021, ,      223603801
2023,1,1,74,12,2019, ,      224307401
2023,1,1,70,4,2021, ,      225207101
2023,1,1,82,7,2020, ,      225210501
2023,1,1,26,12,2020, ,      225300201
2023,1,1,64,6,2021, ,      225307601
2023,1,1,30,5,2021, ,      225308601
2023,1,1,82,12,2022, ,      225701301
2023,1,1,89,6,2020, ,      225706301
2023,1,1,69,3,2021, ,      226112101
2023,1,1,0,9,2022, ,      226112901
2023,1,1,78,2,2022, ,      227212401
2023,1,1,59,7,2023, ,      227303701
2023,1,1,79,6,2021, ,      227902001
2023,2,2,79,5,2022, ,      227902001
2023,1,2,0,4,2020, ,      228002401
2023,1,2,50,8,2023, ,      228602701
2023,1,1,89,2,2022, ,      229707801
2023,1,1,89,9,2023, ,      231102501
2023,1,1,89,5,2018, ,      231503801
2023,2,2,83,4,2020, ,      231503801
2023,1,1,22,1,2023, ,      231601801
2023,1,1,22,12,2022, ,      231601901
2023,1,2,66,8,2020, ,      231917701
2023,1,1,81,11,2021, ,      233003301
2023,1,2,44,4,2021,4,      233204001
2023,1,2,40,5,2020,4,      233206801
2023,1,2,67,6,2020, ,      233211001
2023,1,1,64,6,2020, ,      233215801
2023,1,1,96,7,2018, ,      234104401
2023,1,2,51,7,2023, ,      234108001
2023,1,2,85,12,2022, ,      234110701
2023,1,2,72,5,2021, ,      234307701
2023,1,2,25,10,2021,4,      234310801
2023,2,1,69,2,2022, ,      234310801
2023,1,1,83,9,2021, ,      234400201
2023,1,2,72,9,2018, ,      234411401
2023,1,1,33,4,2020, ,      234416701
2023,2,1,66,6,2021, ,      234416701
2023,1,1,73,6,2020, ,      234601101
2023,1,1,64,5,2021, ,      234708901
2023,1,2,62,9,2023, ,      235700201
2023,1,1,41,11,2018, ,      235908401
2023,1,1,49,5,2023, ,      236111301
2023,1,1,70,1,2019, ,      236111701
2023,1,2,93,1,2023, ,      236112401
2023,1,1,86,5,2019, ,      236702501
2023,1,1,0,4,2021, ,      236702601
2023,1,1,0,6,2022, ,      236703201
2023,2,1,0,6,2022, ,      236703201
2023,1,1,86,3,2021, ,      236712701
2023,2,2,90,11,2021, ,      236712701
2023,1,1,63,9,2019, ,      237301401
2023,1,1,88,9,2019, ,      237310301
2023,1,1,28,8,2021, ,      237700701
2023,1,2,63,1,2021, ,      237711801
2023,1,2,58,2,2018, ,      237712901
2023,1,2,74,12,2019, ,      238405301
2023,1,1,71,9,2020, ,      238702501
2023,1,1,86,5,2021, ,      238704101
2023,1,2,79,7,2023, ,      238707901
2023,1,1,45,9,2021, ,      239009201
2023,1,1,74,10,2019, ,      239012801
2023,1,1,72,1,2021, ,      239207701
2023,1,1,33,4,2020, ,      239505501
2023,1,1,78,5,2019, ,      239519701
2023,1,1,58,10,2020, ,      239601901
2023,1,1,56,4,2021, ,      239605801
2023,1,2,70,12,2019, ,      240603301
2023,1,1,83,1,2020, ,      240605401
2023,1,2,32,11,2020,4,      240608301
2023,1,2,59,4,2021, ,      241405901
2023,1,2,90,6,2023, ,      241407301
2023,1,1,80,5,2020, ,      241411801
2023,1,1,42,12,2018, ,      241412001
2023,1,1,39,10,2018, ,      241603601
2023,1,2,81,5,2023, ,      241604101
2023,1,1,82,9,2022, ,      241605001
2023,1,2,58,1,2021, ,      242401101
2023,1,1,65,5,2023, ,      242405801
2023,1,1,4,11,2018, ,      242702501
2023,1,2,70,12,2021, ,      242705001
2023,1,2,60,3,2021, ,      242909401
2023,1,2,86,2,2021, ,      243307001
2023,1,2,70,6,2018, ,      243307101
2023,1,2,84,1,2023, ,      243307501
2023,1,1,48,10,2020, ,      243501101
2023,1,1,50,7,2020, ,      243511101
2023,1,2,63,3,2021, ,      244303101
2023,1,1,18,2,2023, ,      244304601
2023,1,1,60,8,2020, ,      244310101
2023,1,2,30,7,2019,4,      244502201
2023,1,2,79,8,2021, ,      244505401
2023,1,1,69,5,2019, ,      245113401
2023,1,1,65,10,2020, ,      246418901
2023,1,1,75,6,2020, ,      246505301
2023,1,2,80,6,2021, ,      246508601
2023,1,1,40,3,2021, ,      246802601
2023,1,1,72,5,2020, ,      246814001
2023,1,1,50,8,2021, ,      246911001
2023,2,2,57,9,2021, ,      246911001
2023,1,1,84,4,2020, ,      248109301
2023,1,2,90,9,2023, ,      250216601
2023,1,1,68,8,2023, ,      250217301
2023,1,2,85,8,2022, ,      250418201
2023,1,1,85,8,2020, ,      251500301
2023,1,1,57,6,2020, ,      252106901
2023,1,1,76,11,2022, ,      252301101
2023,1,2,51,12,2020, ,      252912401
2023,1,2,70,8,2020, ,      254000801
2023,1,2,52,8,2023, ,      254021501
2023,1,1,68,1,2020, ,      254404301
2023,1,1,47,9,2020, ,      254404501
2023,1,1,70,4,2021, ,      254412301
2023,1,1,73,7,2020, ,      254708801
2023,1,1,60,6,2020, ,      254712101
2023,1,2,98,2,2021, ,      254803201
2023,1,1,0,7,2018, ,      256001801
2023,1,1,85,1,2022, ,      256006301
2023,1,1,82,1,2020, ,      256107001
2023,1,2,60,3,2018, ,      256311601
2023,1,1,66,8,2020, ,      256811201
2023,1,1,84,4,2020, ,      256815701
2023,1,2,96,3,2021, ,      257106401
2023,1,2,93,12,2019, ,      257206501
2023,2,1,90,1,2020, ,      257206501
2023,1,2,60,6,2020, ,      257400201
2023,1,1,32,5,2022, ,      257509601
2023,1,1,62,11,2023, ,      257606702
2023,1,1,65,5,2020, ,      257612801
2023,1,1,70,7,2018, ,      258905801
2023,1,2,66,3,2020, ,      259011801
2023,1,2,45,7,2018,4,      259214301
2023,1,1,51,7,2020, ,      259608601
2023,1,2,43,4,2023,4,      259611901
2023,1,1,76,4,2022, ,      259616501
2023,2,1,82,2,2023, ,      259616501
2023,1,1,67,5,2021, ,      260609801
2023,1,1,69,4,2019, ,      260703201
2023,2,1,72,9,2019, ,      260703201
2023,1,2,87,8,2020, ,      260705001
2023,2,1,64,8,2020, ,      260705001
2023,1,2,64,2,2020, ,      261705901
2023,1,1,87,2,2022, ,      262002201
2023,1,1,92,10,2021, ,      263015101
2023,1,1,60,5,2020, ,      263414401
2023,1,2,88,6,2023, ,      263904601
2023,1,2,76,9,2023, ,      264007701
2023,1,1,90,11,2018, ,      264603601
2023,1,1,39,2,2019, ,      264615001
2023,1,1,53,9,2022, ,      265102401
2023,1,1,71,7,2020, ,      265123001
2023,1,2,72,10,2022, ,      265604601
2023,1,2,93,4,2022, ,      266302601
2023,1,2,57,4,2022, ,      266306701
2023,1,1,54,8,2019, ,      266306801
2023,1,2,65,2,2019, ,      266904501
2023,1,1,90,12,2022, ,      266907801
2023,2,1,65,4,2023, ,      266907801
2023,1,1,50,4,2023, ,      266912101
2023,1,1,58,12,2019, ,      266912201
2023,1,2,83,12,2022, ,      266915901
2023,1,1,80,6,2018, ,      267206301
2023,1,2,71,5,2020, ,      267206501
2023,1,2,79,4,2020, ,      267207901
2023,1,2,89,4,2018, ,      267207902
2023,1,2,79,4,2020, ,      267207903
2023,1,1,49,6,2023, ,      267314001
2023,1,1,43,2,2023, ,      267906501
2023,1,2,67,2,2021, ,      268005901
2023,1,1,38,9,2022, ,      268304701
2023,1,2,80,12,2018, ,      269409201
2023,1,2,67,8,2020, ,      270322901
2023,1,1,45,11,2019, ,      270402301
2023,2,2,64,4,2020, ,      270402301
2023,1,2,60,5,2019, ,      270403401
2023,1,1,17,4,2023, ,      270717101
2023,1,1,53,10,2018, ,      270912101
2023,2,1,37,12,2021, ,      270912101
2023,1,2,51,7,2018, ,      271100601
2023,1,2,41,12,2022,4,      271304301
2023,1,1,24,9,2022, ,      271306101
2023,1,2,94,10,2022, ,      271306201
2023,1,1,62,1,2018, ,      272806301
2023,1,1,93,10,2023, ,      272903301
2023,1,2,45,6,2018,4,      273102901
2023,1,2,95,1,2023, ,      273907801
2023,1,1,60,12,2021, ,      274505801
2023,1,2,64,9,2021, ,      274608801
2023,1,1,83,2,2023, ,      276103101
2023,1,2,10,11,2019, ,      277500401
2023,1,2,77,10,2022, ,      277713601
2023,1,1,35,5,2019, ,      278111101
2023,1,1,82,9,2019, ,      279005401
2023,1,2,33,1,2021,4,      279301901
2023,1,1,27,3,2020, ,      280700101
2023,1,2,83,4,2023, ,      281102901
2023,1,2,78,7,2018, ,      281309201
2023,1,1,79,5,2021, ,      281309301
2023,1,2,72,11,2021, ,      281707101
2023,1,1,48,7,2021, ,      281902801
2023,1,2,94,8,2021, ,      282502001
2023,2,1,78,11,2021, ,      282502001
2023,1,1,59,9,2021, ,      282505701
2023,1,2,70,4,2023, ,      282513601
2023,1,1,43,3,2021, ,      282901101
2023,1,2,45,8,2021,4,      282904701
2023,2,1,47,12,2021, ,      282904701
2023,1,1,29,2,2022, ,      283308901
2023,1,1,75,9,2021, ,      284907501
2023,1,2,36,9,2022,4,      284908401
2023,1,2,46,3,2020,4,      285004601
2023,1,1,51,1,2021, ,      285903201
2023,1,1,75,9,2021, ,      286601201
2023,1,1,76,9,2020, ,      286601501
2023,1,1,90,5,2021, ,      288404301
2023,1,1,1,2,2023, ,      288408201
2023,1,1,84,10,2019, ,      288505501
2023,1,2,26,7,2022,4,      288507001
2023,1,2,77,5,2020, ,      288906401
2023,1,1,67,4,2023, ,      290201101
2023,1,2,85,1,2020, ,      290908801
2023,1,2,76,12,2022, ,      291210401
2023,1,1,80,3,2023, ,      292001901
2023,1,2,58,3,2021, ,      292213101
2023,1,2,77,8,2020, ,      292507001
2023,1,1,81,6,2020, ,      292904101
2023,1,1,70,12,2022, ,      293315501
2023,1,2,14,4,2021,4,      294205601
2023,1,1,50,6,2023, ,      294404901
2023,1,1,84,12,2020, ,      294506201
2023,2,1,59,2,2021, ,      294506201
2023,1,1,18,1,2023, ,      294601501
2023,1,2,10,3,2022, ,      294703601
2023,1,1,65,5,2020, ,      294705901
2023,1,1,85,2,2023, ,      294909901
2023,1,2,13,4,2019,4,      294913201
2023,1,1,0,2,2018, ,      295209101
2023,1,2,45,1,2023,4,      295902401
2023,1,1,4,12,2019, ,      295903401
2023,2,2,70,10,2023, ,      295903401
2023,1,2,55,6,2021, ,      296003201
2023,1,1,82,11,2022, ,      296711601
2023,1,2,1,8,2023, ,      297011101
2023,1,2,78,3,2020, ,      297105901
2023,1,1,68,5,2021, ,      297406301
2023,1,1,94,1,2022, ,      297708601
2023,1,2,2,1,2018, ,      297709101
2023,1,1,0,11,2020, ,      298302101
2023,1,2,68,12,2018, ,      298302301
2023,1,1,73,1,2021, ,      298313201
2023,1,1,17,1,2019, ,      298904601
2023,1,2,0,1,2019, ,      298912401
2023,1,2,82,11,2020, ,      299207301
2023,1,1,33,3,2022, ,      299207401
2023,1,2,65,6,2018, ,      299307301
2023,1,2,17,3,2020,4,      300301201
2023,1,1,73,12,2021, ,      300500501
2023,1,2,63,10,2022, ,      300502801
2023,1,2,88,9,2020, ,      300509501
2023,1,1,59,8,2021, ,      300600901
2023,1,2,29,9,2023,4,      300602601
2023,2,2,10,9,2023, ,      300602601
2023,1,1,66,4,2019, ,      300906701
2023,1,2,80,4,2022, ,      301204601
2023,1,2,72,8,2019, ,      301205201
2023,1,1,72,9,2020, ,      301211901
2023,1,1,85,9,2022, ,      301410201
2023,1,1,56,4,2021, ,      301806001
2023,1,1,82,6,2020, ,      301809101
2023,1,2,56,12,2021, ,      302708001
2023,1,1,84,3,2019, ,      303005501
2023,1,2,57,4,2021, ,      303404701
2023,1,2,78,7,2019, ,      304106601
2023,1,2,71,11,2021, ,      304300501
2023,1,1,66,10,2020, ,      304908301
2023,1,2,90,2,2021, ,      305113201
2023,1,1,73,8,2021, ,      305902401
2023,1,2,58,3,2021, ,      305906601
2023,2,2,87,8,2022, ,      305906601
2023,1,2,47,3,2020,4,      306403101
2023,1,2,57,1,2020, ,      306910601
2023,1,1,80,5,2021, ,      307405301
2023,1,2,82,4,2023, ,      307409101
2023,1,2,54,1,2022, ,      308005301
2023,1,1,38,5,2019, ,      309111801
2023,1,1,77,1,2022, ,      309409401
2023,1,2,68,7,2018, ,      309902001
2023,1,1,0,4,2018, ,      310204601
2023,1,1,80,1,2020, ,      310205401
2023,1,1,81,11,2019, ,      310503401
2023,1,1,24,8,2020, ,      311000701
2023,1,2,70,9,2021, ,      313100901
2023,2,1,15,10,2023, ,      313100901
2023,1,1,80,2,2021, ,      313101801
2023,1,2,85,7,2020, ,      313104401
2023,1,2,84,2,2022, ,      313901601
2023,1,2,40,7,2022,4,      314506701
2023,2,2,68,3,2023, ,      314506701
2023,1,1,86,11,2019, ,      314508601
2023,1,2,63,4,2021, ,      314617801
2023,1,1,39,9,2022, ,      314709501
2023,1,1,0,3,2023, ,      314712301
2023,1,1,83,8,2022, ,      314721001
2023,1,1,60,10,2018, ,      314800601
2023,1,1,79,4,2020, ,      314815801
2023,1,2,72,12,2020, ,      314907001
2023,1,1,60,7,2019, ,      315204001
2023,1,1,82,12,2020, ,      316713201
2023,1,1,88,5,2020, ,      317507101
2023,1,1,60,2,2022, ,      317903101
2023,2,2,86,5,2022, ,      317903101
2023,1,1,49,11,2021, ,      317904001
2023,1,1,19,3,2021, ,      318303601
2023,1,1,68,4,2021, ,      319012801
2023,1,1,50,5,2020, ,      319808001
2023,1,2,74,5,2020, ,      319811401
2023,1,1,24,8,2019, ,      320017501
2023,2,2,72,4,2020, ,      320017501
2023,1,1,84,6,2021, ,      320308301
2023,1,1,56,6,2021, ,      321101201
2023,1,1,80,10,2019, ,      321210601
2023,1,1,79,5,2020, ,      321411901
2023,1,1,50,3,2022, ,      321503701
2023,1,1,86,4,2020, ,      321508501
2023,1,2,4,1,2018, ,      321512401
2023,1,2,83,6,2020, ,      322503201
2023,1,1,87,1,2022, ,      322508101
2023,1,1,82,2,2022, ,      322604601
2023,1,2,83,7,2022, ,      322606701
2023,1,2,76,6,2022, ,      322614801
2023,1,2,65,2,2019, ,      322618801
2023,1,1,66,7,2022, ,      322701801
2023,1,2,85,9,2019, ,      322702801
2023,1,1,46,8,2018, ,      322714601
2023,2,1,39,6,2021, ,      322714601
2023,1,2,55,6,2023, ,      322715301
2023,1,2,84,12,2021, ,      322902101
2023,1,1,37,7,2019, ,      322910301
2023,1,2,63,1,2023, ,      324500301
2023,1,1,0,12,2022, ,      324906601
2023,1,2,92,3,2022, ,      325100501
2023,1,1,64,10,2020, ,      325104901
2023,1,1,41,6,2018, ,      325504301
2023,1,2,85,3,2022, ,      325506501
2023,1,2,81,4,2022, ,      325509201
2023,1,2,77,11,2022, ,      325607201
2023,1,2,85,7,2019, ,      325708601
2023,1,1,52,9,2019, ,      325807901
2023,1,2,80,3,2019, ,      325811201
2023,1,2,0,5,2021, ,      325813001
2023,1,1,40,4,2023, ,      325912701
2023,1,1,88,2,2020, ,      326013401
2023,1,1,64,6,2021, ,      326300601
2023,1,2,0,6,2018, ,      326400701
2023,1,2,46,3,2022,4,      326400801
2023,1,2,59,3,2022, ,      326702101
2023,1,2,54,10,2019, ,      326811601
2023,1,1,72,12,2018, ,      326901201
2023,1,1,85,2,2019, ,      326904901
2023,1,1,61,1,2019, ,      327000701
2023,1,2,73,9,2021, ,      327004901
2023,1,1,35,12,2022, ,      327005301
2023,1,2,79,6,2018, ,      327108201
2023,1,2,61,5,2018, ,      327306601
2023,1,2,70,11,2022, ,      327307301
2023,1,1,68,4,2019, ,      327608801
2023,2,1,24,9,2022, ,      327608801
2023,1,2,61,7,2018, ,      327702401
2023,1,1,50,10,2018, ,      327710001
2023,1,1,35,1,2018, ,      327810901
2023,1,1,37,8,2019, ,      327913301
2023,2,2,87,1,2020, ,      327913301
2023,1,1,45,11,2018, ,      328000901
2023,1,1,66,4,2023, ,      328201801
2023,1,2,65,11,2018, ,      328404301
2023,1,1,107,3,2020, ,      328502101
2023,1,2,89,1,2020, ,      328503501
2023,1,2,95,11,2021, ,      328507001
2023,1,1,89,4,2019, ,      328607601
2023,1,2,78,12,2022, ,      328808001
2023,1,1,80,5,2021, ,      329001601
2023,1,1,45,5,2020, ,      329101801
2023,1,1,72,8,2018, ,      329103501
2023,1,2,86,10,2020, ,      329201801
2023,1,1,83,6,2022, ,      329204501
2023,1,2,65,11,2021, ,      329411901
2023,1,1,89,8,2022, ,      329603601
2023,1,1,58,2,2021, ,      330101601
2023,1,2,75,4,2019, ,      330101701
2023,1,2,84,5,2019, ,      330206001
2023,1,2,39,4,2021,4,      330307101
2023,1,2,82,5,2021, ,      330401901
2023,1,1,87,1,2021, ,      330402401
2023,1,1,78,1,2022, ,      330602701
2023,1,1,89,5,2019, ,      330800401
2023,1,1,99,10,2018, ,      330800501
2023,1,2,80,10,2022, ,      330800601
2023,1,2,53,11,2022, ,      330801601
2023,1,1,36,5,2021, ,      330902601
2023,1,2,65,1,2022, ,      330910601
2023,1,1,72,11,2020, ,      331002801
2023,1,1,91,8,2021, ,      331501901
2023,1,2,65,5,2020, ,      331702601
2023,1,2,77,1,2022, ,      331809101
2023,2,1,84,4,2022, ,      331809101
2023,1,2,50,4,2022, ,      331811001
2023,1,2,98,2,2020, ,      332005001
2023,1,2,86,10,2018, ,      332612501
2023,1,2,0,4,2022, ,      332708301
2023,1,2,79,2,2019, ,      333003801
2023,1,1,80,2,2021, ,      333005301
2023,1,2,62,7,2018, ,      333201201
2023,1,2,83,9,2018, ,      333201501
2023,1,1,84,1,2019, ,      333906601
2023,1,2,41,6,2019,4,      334006901
2023,1,1,69,6,2020, ,      334007201
2023,1,1,26,7,2021, ,      334207501
2023,1,1,81,9,2018, ,      334302601
2023,1,1,84,4,2020, ,      334305001
2023,1,1,83,8,2020, ,      334306001
2023,1,1,89,10,2021, ,      334403301
2023,1,2,82,12,2022, ,      334405001
2023,1,2,72,7,2022, ,      334507801
2023,1,2,72,6,2022, ,      334603401
2023,2,2,80,10,2022, ,      334603401
2023,1,2,98,1,2023, ,      334604101
2023,1,2,84,6,2022, ,      334605501
2023,1,2,93,7,2020, ,      334704201
2023,1,2,14,1,2021,4,      334704301
2023,1,2,78,2,2021, ,      334711001
2023,1,1,81,11,2019, ,      334800601
2023,1,1,82,2,2023, ,      334900201
2023,1,2,72,6,2022, ,      334900301
2023,1,1,31,2,2023, ,      334903701
2023,1,2,86,7,2020, ,      335005001
2023,2,1,92,1,2022, ,      335005001
2023,1,1,99,3,2021, ,      335006001
2023,1,2,83,12,2021, ,      335106001
2023,1,2,14,2,2019,4,      335207301
2023,1,1,70,1,2021, ,      335302901
2023,1,1,55,3,2018, ,      335304501
2023,1,2,76,2,2018, ,      335400101
2023,1,1,8,2,2020, ,      335511801
2023,1,1,85,5,2022, ,      335704101
2023,1,1,86,6,2022, ,      335717501
2023,1,1,31,7,2019, ,      335804501
2023,1,2,19,9,2022,4,      336007101
2023,1,1,60,10,2020, ,      336307201
2023,1,2,87,7,2018, ,      336409101
2023,1,2,17,8,2022,4,      336510601
2023,1,1,107,3,2022, ,      336800301
2023,1,1,79,4,2021, ,      336810301
2023,1,2,50,11,2022, ,      337300701
2023,1,1,66,1,2021, ,      337401801
2023,1,2,57,6,2021, ,      337503601
2023,1,2,73,5,2022, ,      337606501
2023,1,1,78,1,2023, ,      337705401
2023,1,2,95,3,2020, ,      337800801
2023,2,2,78,10,2022, ,      337800801
2023,1,2,86,5,2022, ,      338005601
2023,1,2,86,4,2020, ,      338016101
2023,1,1,82,5,2020, ,      338105701
2023,1,1,70,10,2021, ,      338110801
2023,1,1,70,2,2022, ,      338220501
2023,1,2,70,5,2020, ,      338407401
2023,1,2,88,9,2019, ,      338409401
2023,1,2,62,11,2021, ,      338500801
2023,1,2,66,4,2020, ,      338512801
2023,1,1,61,4,2018, ,      338711801
2023,1,1,88,11,2020, ,      339002601
2023,1,1,72,7,2020, ,      339119401
2023,1,2,70,8,2019, ,      339305701
2023,2,1,75,5,2021, ,      339305701
2023,1,2,25,6,2018,4,      339415201
2023,1,1,60,4,2018, ,      339608001
2023,1,1,89,8,2020, ,      339610701
2023,1,1,72,8,2019, ,      339705001
2023,1,1,78,10,2021, ,      339809201
2023,1,2,79,3,2021, ,      339811001
2023,1,2,87,11,2022, ,      340503501
2023,1,1,52,11,2022, ,      340503601
2023,2,2,82,11,2022, ,      340503601
2023,1,2,15,4,2022,4,      340510301
2023,1,1,21,4,2020, ,      340606901
2023,2,1,28,7,2022, ,      340606901
2023,1,1,76,6,2021, ,      340607401
2023,1,2,86,11,2021, ,      340702601
2023,1,2,72,4,2020, ,      340709001
2023,1,1,62,6,2022, ,      340801401
2023,1,1,79,10,2021, ,      341002101
2023,1,2,77,9,2022, ,      341104001
2023,1,2,64,2,2021, ,      341204401
2023,1,2,74,8,2020, ,      341408501
2023,1,2,68,3,2021, ,      341412001
2023,1,1,84,2,2020, ,      341608601
2023,1,1,78,6,2020, ,      341804301
2023,1,1,75,7,2020, ,      342009001
2023,2,1,104,9,2020, ,      342009001
2023,1,2,69,4,2020, ,      342203701
2023,1,2,98,2,2020, ,      342306201
2023,1,1,69,5,2021, ,      342306701
2023,1,2,84,1,2019, ,      342400301
2023,1,1,91,12,2022, ,      342406301
2023,1,2,58,12,2018, ,      342509301
2023,1,2,22,2,2021,4,      342509501
2023,1,2,41,4,2021,4,      342509701
2023,1,1,51,5,2022, ,      342702701
2023,1,1,61,4,2018, ,      342706401
2023,1,2,4,6,2020, ,      342706501
2023,1,2,56,3,2021, ,      342706601
2023,1,2,69,7,2019, ,      342800201
2023,1,2,86,9,2019, ,      342801801
2023,1,1,62,9,2021, ,      342905901
2023,1,2,84,2,2021, ,      343005301
2023,1,2,50,5,2021, ,      343008301
2023,1,1,64,11,2022, ,      343107801
2023,1,1,70,2,2021, ,      343308301
2023,1,2,51,7,2021, ,      343404601
2023,1,2,62,3,2022, ,      343509201
2023,1,1,63,4,2021, ,      343519601
2023,1,2,62,10,2018, ,      343712001
2023,1,2,69,9,2021, ,      344004101
2023,1,2,52,2,2020, ,      344005401
2023,2,1,29,1,2021, ,      344005401
2023,1,1,23,4,2018, ,      344106401
2023,2,1,70,4,2018, ,      344106401
2023,1,2,80,2,2019, ,      344107801
2023,2,1,68,5,2021, ,      344107801
2023,1,1,68,9,2019, ,      344205301
2023,1,2,90,4,2021, ,      344401401
2023,1,2,31,11,2021,4,      344406201
2023,1,1,70,1,2022, ,      344601501
2023,1,1,81,9,2018, ,      344602101
2023,1,2,2,9,2021, ,      344700501
2023,1,2,105,4,2020, ,      344805101
2023,1,1,84,5,2022, ,      345004501
2023,1,2,56,2,2022, ,      345101201
2023,1,2,81,5,2021, ,      345110601
2023,1,1,86,1,2023, ,      345309201
2023,1,2,70,3,2020, ,      345605801
2023,1,1,52,5,2020, ,      345610101
2023,1,1,100,11,2021, ,      345802301
2023,1,1,91,8,2021, ,      345804501
2023,1,1,47,5,2021, ,      345805901
2023,1,2,72,4,2021, ,      345806001
2023,1,1,68,5,2019, ,      345807901
2023,1,2,8,1,2021, ,      345905701
2023,1,1,45,6,2020, ,      345906101
2023,1,1,89,4,2023, ,      346013901
2023,1,2,80,10,2022, ,      346203701
2023,1,2,72,9,2019, ,      346504501
2023,1,2,57,2,2021, ,      346701101
2023,1,1,78,4,2020, ,      346903801
2023,1,1,50,7,2020, ,      346908601
2023,1,2,86,2,2022, ,      347008501
2023,1,1,83,4,2022, ,      347011501
2023,1,1,85,10,2022, ,      347501701
2023,1,1,78,5,2021, ,      347600501
2023,1,1,68,9,2019, ,      347702901
2023,1,2,69,6,2021, ,      347708001
2023,1,1,32,3,2023, ,      347906401
2023,1,1,37,7,2020, ,      348400101
2023,1,1,60,4,2021, ,      348402801
2023,1,2,67,5,2020, ,      348402901
2023,1,2,65,6,2019, ,      348601601
2023,1,1,86,12,2022, ,      348604301
2023,1,1,45,9,2020, ,      348700101
2023,2,1,86,2,2022, ,      348700101
2023,1,2,90,7,2022, ,      348701101
2023,1,2,37,5,2023,4,      348817701
2023,1,2,62,12,2019, ,      349704401
2023,1,1,69,1,2021, ,      349800701
2023,1,1,22,2,2021, ,      349803701
2023,1,1,58,12,2022, ,      349804902
2023,1,2,89,3,2019, ,      349808301
2023,1,1,62,3,2020, ,      349903401
2023,1,1,86,6,2020, ,      349906801
2023,1,1,59,1,2021, ,      350104701
2023,1,1,46,3,2021, ,      350106201
2023,1,1,61,7,2018, ,      350206201
2023,1,2,71,5,2020, ,      350309801
2023,2,1,44,6,2020, ,      350309801
2023,1,2,83,1,2019, ,      350406601
2023,1,2,33,2,2022,4,      350504001
2023,1,2,59,3,2022, ,      350513801
2023,1,2,0,2,2021, ,      350703501
2023,1,1,61,4,2018, ,      350906601
2023,1,1,72,7,2020, ,      350913301
2023,1,1,45,2,2023, ,      351009201
2023,1,2,61,4,2020, ,      351107101
2023,1,2,56,2,2020, ,      351200301
2023,1,2,92,2,2019, ,      351405201
2023,1,2,49,11,2021,4,      351405304
2023,1,2,80,8,2018, ,      351405701
2023,1,2,37,8,2021,4,      351409701
2023,1,1,65,2,2021, ,      351504001
2023,2,2,67,8,2022, ,      351504001
2023,1,1,65,3,2022, ,      351704901
2023,1,2,13,3,2022,4,      351801201
2023,1,2,73,11,2020, ,      351802001
2023,1,1,89,11,2020, ,      351903901
2023,1,2,80,3,2019, ,      351914001
2023,1,1,95,1,2023, ,      352009501
2023,1,2,79,2,2021, ,      352106901
2023,2,1,79,5,2021, ,      352106901
2023,1,1,0,4,2022, ,      352114801
2023,1,1,98,12,2021, ,      352308201
2023,1,2,88,3,2021, ,      352411901
2023,1,1,62,6,2021, ,      352504901
2023,1,1,29,1,2023, ,      352603801
2023,1,1,70,1,2019, ,      353005701
2023,1,1,96,7,2022, ,      353109501
2023,2,2,96,8,2022, ,      353109501
2023,1,1,29,5,2018, ,      353303801
2023,1,2,70,11,2020, ,      353307201
2023,1,1,31,1,2022, ,      353414901
2023,1,2,63,12,2019, ,      353704301
2023,1,1,80,9,2019, ,      353712301
2023,2,2,91,4,2020, ,      353712301
2023,1,2,82,1,2023, ,      353718401
2023,1,2,73,9,2022, ,      353803501
2023,1,2,79,5,2020, ,      354104101
2023,1,1,79,7,2020, ,      354107101
2023,1,2,64,5,2023, ,      354110901
2023,1,2,91,7,2021, ,      354210801
2023,1,2,10,11,2019, ,      354409101
2023,1,1,47,5,2020, ,      354502601
2023,1,2,2,3,2018, ,      354715501
2023,1,1,67,6,2020, ,      354716901
2023,1,1,41,7,2019, ,      354815201
2023,1,2,53,3,2021, ,      355111901
2023,1,2,62,7,2020, ,      355113301
2023,2,1,70,5,2021, ,      355113301
2023,3,1,65,6,2021, ,      355113301
2023,1,2,9,12,2020, ,      355201202
2023,1,2,36,9,2021,1,      355502301
2023,1,2,40,1,2021,4,      355516401
2023,1,1,82,11,2019, ,      355712001
2023,1,1,86,3,2021, ,      355902101
2023,1,1,85,6,2022, ,      355907801
2023,1,1,77,3,2018, ,      356009201
2023,1,1,81,3,2022, ,      356100101
2023,1,2,81,11,2020, ,      356317201
2023,1,2,65,7,2020, ,      356509701
